CBF,In,Out,Nº,Clube
180222,00:00 - 1T,45:00 - 2T,12,Nacional/AM
391339,00:00 - 1T,45:00 - 2T,1,SãoRaimundo/PA
186917,00:00 - 1T,45:00 - 2T,2,Nacional/AM
302912,00:00 - 1T,45:00 - 2T,2,SãoRaimundo/PA
431905,00:00 - 1T,INT,3,Nacional/AM
335259,00:00 - 1T,45:00 - 2T,3,SãoRaimundo/PA
372032,00:00 - 1T,45:00 - 2T,4,Nacional/AM
463503,00:00 - 1T,45:00 - 2T,4,SãoRaimundo/PA
293297,00:00 - 1T,INT,5,Nacional/AM
314990,00:00 - 1T,45:00 - 2T,5,SãoRaimundo/PA
291356,00:00 - 1T,45:00 - 2T,6,Nacional/AM
404474,00:00 - 1T,45:00 - 2T,6,SãoRaimundo/PA
176292,00:00 - 1T,45:00 - 2T,7,Nacional/AM
538487,00:00 - 1T,45:00 - 2T,7,SãoRaimundo/PA
167882,00:00 - 1T,45:00 - 2T,8,Nacional/AM
516076,00:00 - 1T,45:00 - 2T,8,SãoRaimundo/PA
186637,00:00 - 1T,45:00 - 2T,9,Nacional/AM
177543,00:00 - 1T,45:00 - 2T,9,SãoRaimundo/PA
306760,00:00 - 1T,19:00 - 2T,10,Nacional/AM
176889,00:00 - 1T,45:00 - 2T,10,SãoRaimundo/PA
350592,00:00 - 1T,45:00 - 2T,11,Nacional/AM
436657,00:00 - 1T,45:00 - 2T,11,SãoRaimundo/PA
457120,INT,45 - 2T,22,Nacional/AM
329561,INT,45 - 2T,13,Nacional/AM
307065,19:00 - 2T,45 - 2T,21,Nacional/AM
