Campeonato:,Campeonato Brasileiro - Série D/2021,,Rodada:,Volta
Jogo:,Galvez / AC X Guarany de Sobral / CE,,,
Data:,13/09/2021 Horário: 17:00 Estádio:,Arena Acreana / Rio Branco,,
"",Arbitragem
Arbitro:,Leonardo Willers Lorenzatto (CD / MT)
Arbitro Assistente 1:,Gislan Antonio Garcia da Silva (CD / MT)
Arbitro Assistente 2:,Adilson Rodrigo dos Santos (AB / MT)
Quarto Arbitro:,Julian Negreiros de Castro (CD / AC)
Analista de Campo:,Gilsomar Lopes da Silva (CBF / AC)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:52Atraso:,,Não Houve Entrada do mandante: 17:58,,Atraso:,Não Houve
Entrada do visitante:,16:53Atraso:,,Não Houve Entrada do visitante: 18:01,,Atraso:,Não Houve
Início 1o Tempo:,17:00Atraso:,,Não Houve Início do 2o Tempo: 18:03,,Atraso:,Não Houve
Término do 1o Tempo:,17:48Acréscimo:,,3 min Término do 2o Tempo: 18:54,Acréscimo:,,6 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Galvez / AC,,,Guarany de Sobral / CE,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
1,Edivandro,Edivandro Lima dos SantosT(g),,P,308829 1 Theo Theofilo Rufino Rodrigues,,T(g),P,176288
2,RYAN,Ryan de Souza Tico T,,P,591011 2 Mascena Andre Vieira Mascena,,T,P,432698
3,Joardeson,Joardeson Mendes de  ... T,,P,415332 3 Danilo Cir ... Danilo Cirqueira Domingos,,T,P,404356
4,EDUARDO,Eduardo Oliveira da Silva T,,P,694472 4 Airton Jr Airton Constantino d ...,,T,P,329434
5,Jefferson,Jefferson Costa de O ... T,,P,321903 5 Iago Emanuel Iago Emanuel Rodrigu ...,,T,P,357129
6,Esquerdinha,Mateus Gabriel dos S ... T,,P,537609 6 Esquerdinha Marcus Vinicius Lino ...,,T,P,302090
7,Marcilio,Jose Marcilio Martin ... T,,P,411845 7 Hugo Hugo Freitas Gouveia,,T,P,385708
8,Weverton,Weverton da Luz Braz T,,P,374198 8 Dim Carlos Andre de Sous ...,,T,P,459307
9,Alesson,Alesson Henrique Fer ... T,,P,355336 9 Geraldo Geraldo Batista dos  ...,,T,P,302814
10,Gordo,Wanderson Costa Almeida T,,P,371824 10 Rai Raimundo Jose Cutrim ...,,T,P,168366
11,Felipe,Felipe Ferreira Evan ... T,,P,550859 11 Brayann Brayann Brito Batista,,T,P,418882
12,Rander,Rander Augusto de NasareR(g),,P,510205 12 Celio Francisco Celio da P ...,,R(g),P,522421
13,FRANKLIN,Franklin Therezinho  ... R,,P,629295 13 Italo Italo de Castro Santos,,R,P,522423
14,ESQUERDINHAJamerson Yan Alberti ...,R,,P,702905 14 JOÃO GABRIELJoão Gabriel Morais  ...,,R,P,716997
15,Matheus,Matheus Morais Pereira R,,P,415053 15 Wilker Wilker Barreto Nascimento,,R,P,458890
16,Geovani,Geovani Silva dos Santos R,,P,367541 16 Aricrys Aricrys de Oliveira Silva,,R,P,446883
17,Radames,Willian Radamés da S ... R,,P,372811 17 Chaparral Gildevan Morais,,R,P,614575
18,WANDERSON,Wanderson Martins E Silva R,,P,702835 18 Felipe Hulk Felipe Gustavo Pinhe ...,,R,P,529371
19,MARTINEZ,Juan Felipe Martinez ... R,,P,727625 19 Daniel Pas ... Daniel Floro da Silva,,R,P,533812
20,Gui,Guilherme Alencar Ro ... R,,P,530342,,,,
21,Joao Vitor,Joao Vitor Moreira Amorim R,,P,509930,,,,
22,Malta,Lucas Malta dos Santos R,,P,530221,,,,
"",,Comissão Técnica,
"",Galvez / AC,,Guarany de Sobral / CE
Técnico:,Celio Ivan De Oliveira,Assistente Técnico:,Vladimir Viana De Jesus
Assistente Técnico:,Jader De Andrade Bezerra,Médico:,Caroline Linhares Ferreira Craveiro
Assistente Técnico:,Willkison Barbosa Dos Santos,Treinador De Goleiros:,Antonio Nilton De Sousa
Médico:,ANA ALICE CUNHA CONCER,Preparador Físico:,Valmir Pereira Silva Filho
Treinador De Goleiros:,Ofleiby De Oliveira Venancio,Massagista:,Francisco Alexandre Frota Dos Santos
Massagista:,Hyann Phelipe Nobre De Lima,,
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Galvez/AC,,16 - Geovani Silva dos Santos,7 - Jose Marcilio Martins da Silva
11:00,2T,Guarany de Sobral/CE,,15 - Wilker Barreto Nascimento,11 - Brayann Brito Batista
11:00,2T,Guarany de Sobral/CE,,19 - Daniel Floro da Silva,9 - Geraldo Batista dos Santos F...
16:00,2T,Galvez/AC,,20 - Guilherme Alencar Rodrigues ...,9 - Alesson Henrique Ferreira Pe...
16:00,2T,Galvez/AC,,17 - Willian Radamés da Silva Rod...,10 - Wanderson Costa Almeida
16:00,2T,Galvez/AC,,21 - Joao Vitor Moreira Amorim,11 - Felipe Ferreira Evangelista
28:00,2T,Guarany de Sobral/CE,,14 - João Gabriel Morais de Sousa,6 - Marcus Vinicius Lino Gasparo...
36:00,2T,Guarany de Sobral/CE,,13 - Italo de Castro Santos,8 - Carlos Andre de Sousa Franca
36:00,2T,Guarany de Sobral/CE,,18 - Felipe Gustavo Pinheiro Pere...,7 - Hugo Freitas Gouveia
36:00,2T,Galvez/AC,,18 - Wanderson Martins E Silva,5 - Jefferson Costa de Oliveira
