CBF,In,Out,Nº,Clube
168000,00:00 - 1T,45:00 - 2T,1,Juazeirense/BA
156843,00:00 - 1T,45:00 - 2T,1,MotoClub/MA
163773,00:00 - 1T,45:00 - 2T,3,Juazeirense/BA
187428,00:00 - 1T,45:00 - 2T,2,MotoClub/MA
295574,00:00 - 1T,45:00 - 2T,4,Juazeirense/BA
172135,00:00 - 1T,45:00 - 2T,3,MotoClub/MA
176420,00:00 - 1T,45:00 - 2T,5,Juazeirense/BA
393872,00:00 - 1T,45:00 - 2T,4,MotoClub/MA
186040,00:00 - 1T,45:00 - 2T,6,Juazeirense/BA
343511,00:00 - 1T,45:00 - 2T,5,MotoClub/MA
177785,00:00 - 1T,45:00 - 2T,7,Juazeirense/BA
459881,00:00 - 1T,45:00 - 2T,6,MotoClub/MA
291776,00:00 - 1T,INT,8,Juazeirense/BA
293025,00:00 - 1T,45:00 - 2T,7,MotoClub/MA
399252,00:00 - 1T,45:00 - 2T,10,Juazeirense/BA
172731,00:00 - 1T,45:00 - 2T,8,MotoClub/MA
311270,00:00 - 1T,28:00 - 2T,11,Juazeirense/BA
180200,00:00 - 1T,45:00 - 2T,9,MotoClub/MA
371355,00:00 - 1T,45:00 - 2T,18,Juazeirense/BA
291415,00:00 - 1T,45:00 - 2T,10,MotoClub/MA
342077,00:00 - 1T,23:00 - 2T,21,Juazeirense/BA
355600,00:00 - 1T,45:00 - 2T,11,MotoClub/MA
371021,INT,45 - 2T,20,Juazeirense/BA
302364,23:00 - 2T,45 - 2T,16,Juazeirense/BA
371028,28:00 - 2T,45 - 2T,9,Juazeirense/BA
