CBF,In,Out,Nº,Clube
384823,00:00 - 1T,45:00 - 2T,18,RedBullBragantino/SP
439475,00:00 - 1T,45:00 - 2T,22,Flamengo/RJ
422469,00:00 - 1T,45:00 - 2T,3,RedBullBragantino/SP
316645,00:00 - 1T,45:00 - 2T,3,Flamengo/RJ
554820,00:00 - 1T,45:00 - 2T,5,RedBullBragantino/SP
310373,00:00 - 1T,45:00 - 2T,4,Flamengo/RJ
419646,00:00 - 1T,45:00 - 2T,7,RedBullBragantino/SP
293420,00:00 - 1T,45:00 - 2T,5,Flamengo/RJ
291939,00:00 - 1T,45:00 - 2T,13,RedBullBragantino/SP
346636,00:00 - 1T,45:00 - 2T,6,Flamengo/RJ
389228,00:00 - 1T,45:00 - 2T,14,RedBullBragantino/SP
384124,00:00 - 1T,45:00 - 2T,8,Flamengo/RJ
169945,00:00 - 1T,45:00 - 2T,15,RedBullBragantino/SP
307245,00:00 - 1T,32:00 - 2T,11,Flamengo/RJ
521939,00:00 - 1T,45:00 - 2T,16,RedBullBragantino/SP
729086,00:00 - 1T,20:00 - 2T,18,Flamengo/RJ
541788,00:00 - 1T,45:00 - 2T,25,RedBullBragantino/SP
303716,00:00 - 1T,45:00 - 2T,21,Flamengo/RJ
695547,00:00 - 1T,45:00 - 2T,28,RedBullBragantino/SP
401839,00:00 - 1T,45:00 - 2T,27,Flamengo/RJ
540157,00:00 - 1T,45:00 - 2T,29,RedBullBragantino/SP
565578,00:00 - 1T,45:00 - 2T,34,Flamengo/RJ
534667,20:00 - 2T,45:00 - 2T,19,Flamengo/RJ
315043,32:00 - 2T,45:00 - 2T,33,Flamengo/RJ
