CBF,In,Out,Nº,Clube
443904,00:00 - 1T,45:00 - 2T,34,Grêmio/RS
460562,00:00 - 1T,45:00 - 2T,1,Sport/PE
293712,00:00 - 1T,45:00 - 2T,5,Grêmio/RS
173861,00:00 - 1T,45:00 - 2T,8,Sport/PE
566895,00:00 - 1T,18:00 - 2T,9,Grêmio/RS
582687,00:00 - 1T,18:00 - 2T,10,Sport/PE
183311,00:00 - 1T,45:00 - 2T,10,Grêmio/RS
313474,00:00 - 1T,45:00 - 2T,15,Sport/PE
505058,00:00 - 1T,30:00 - 2T,11,Grêmio/RS
375729,00:00 - 1T,20:00 - 1T,19,Sport/PE
161656,00:00 - 1T,INT,13,Grêmio/RS
437531,00:00 - 1T,45:00 - 2T,35,Sport/PE
727270,00:00 - 1T,45:00 - 2T,21,Grêmio/RS
438556,00:00 - 1T,29:00 - 2T,37,Sport/PE
317751,00:00 - 1T,INT,23,Grêmio/RS
346046,00:00 - 1T,45:00 - 2T,56,Sport/PE
434738,00:00 - 1T,45:00 - 2T,26,Grêmio/RS
500506,00:00 - 1T,45:00 - 2T,66,Sport/PE
612628,00:00 - 1T,45:00 - 2T,35,Grêmio/RS
345210,00:00 - 1T,45:00 - 2T,77,Sport/PE
462332,00:00 - 1T,45:00 - 2T,44,Grêmio/RS
599514,00:00 - 1T,45:00 - 2T,99,Sport/PE
729333,INT,45:00 - 2T,7,Grêmio/RS
440379,INT,45:00 - 2T,36,Grêmio/RS
381047,20:00 - 1T,45:00 - 2T,97,Sport/PE
161625,18:00 - 2T,45:00 - 2T,29,Grêmio/RS
518992,18:00 - 2T,45:00 - 2T,44,Sport/PE
293087,29:00 - 2T,45:00 - 2T,9,Sport/PE
178361,30:00 - 2T,45:00 - 2T,22,Grêmio/RS
