Game,Home,Away
001,MotoClub/MA,SampaioCorrea/MA
002,Csa/AL,Asa/AL
003,Botafogo/PB,Cuiabá/MT
004,Confiança/SE,Salgueiro/PE
005,Remo/PA,Fortaleza/CE
006,Bragantino/SP,Botafogo/SP
007,VoltaRedonda/RJ,Macaé/RJ
008,Tombense/MG,Tupi/MG
009,MogiMirim/SP,SãoBento/SP
010,Ypiranga/RS,Joinville/SC
011,SampaioCorrea/MA,Csa/AL
012,Asa/AL,Remo/PA
013,Cuiabá/MT,Confiança/SE
014,Salgueiro/PE,MotoClub/MA
015,Fortaleza/CE,Botafogo/PB
016,Botafogo/SP,MogiMirim/SP
017,Macaé/RJ,Bragantino/SP
018,Tupi/MG,Ypiranga/RS
019,SãoBento/SP,Tombense/MG
020,Joinville/SC,VoltaRedonda/RJ
021,MotoClub/MA,Confiança/SE
022,Asa/AL,SampaioCorrea/MA
023,Botafogo/PB,Csa/AL
024,Salgueiro/PE,Fortaleza/CE
025,Remo/PA,Cuiabá/MT
026,Bragantino/SP,Ypiranga/RS
027,VoltaRedonda/RJ,Botafogo/SP
028,Tombense/MG,MogiMirim/SP
029,SãoBento/SP,Macaé/RJ
030,Joinville/SC,Tupi/MG
031,SampaioCorrea/MA,Cuiabá/MT
032,Csa/AL,MotoClub/MA
033,Botafogo/PB,Salgueiro/PE
034,Confiança/SE,Remo/PA
035,Fortaleza/CE,Asa/AL
036,Botafogo/SP,Joinville/SC
037,VoltaRedonda/RJ,Tombense/MG
038,Tupi/MG,SãoBento/SP
039,MogiMirim/SP,Bragantino/SP
040,Ypiranga/RS,Macaé/RJ
041,MotoClub/MA,Botafogo/PB
042,Asa/AL,Salgueiro/PE
043,Cuiabá/MT,Fortaleza/CE
044,Confiança/SE,SampaioCorrea/MA
045,Remo/PA,Csa/AL
046,Bragantino/SP,VoltaRedonda/RJ
047,Macaé/RJ,Tupi/MG
048,Tombense/MG,Joinville/SC
049,SãoBento/SP,Botafogo/SP
050,Ypiranga/RS,MogiMirim/SP
051,MotoClub/MA,Asa/AL
052,Csa/AL,Confiança/SE
053,Botafogo/PB,Remo/PA
054,Salgueiro/PE,Cuiabá/MT
055,Fortaleza/CE,SampaioCorrea/MA
056,Botafogo/SP,Macaé/RJ
057,VoltaRedonda/RJ,Ypiranga/RS
058,Tombense/MG,Bragantino/SP
059,MogiMirim/SP,Tupi/MG
060,Joinville/SC,SãoBento/SP
061,SampaioCorrea/MA,Salgueiro/PE
062,Csa/AL,Fortaleza/CE
063,Cuiabá/MT,Asa/AL
064,Confiança/SE,Botafogo/PB
065,Remo/PA,MotoClub/MA
066,Bragantino/SP,SãoBento/SP
067,Macaé/RJ,Joinville/SC
068,Tupi/MG,Botafogo/SP
069,MogiMirim/SP,VoltaRedonda/RJ
070,Ypiranga/RS,Tombense/MG
071,SampaioCorrea/MA,Remo/PA
072,Asa/AL,Botafogo/PB
073,Cuiabá/MT,MotoClub/MA
074,Salgueiro/PE,Csa/AL
075,Fortaleza/CE,Confiança/SE
076,Botafogo/SP,Tombense/MG
077,Macaé/RJ,MogiMirim/SP
078,Tupi/MG,VoltaRedonda/RJ
079,SãoBento/SP,Ypiranga/RS
080,Joinville/SC,Bragantino/SP
081,MotoClub/MA,Fortaleza/CE
082,Csa/AL,Cuiabá/MT
083,Botafogo/PB,SampaioCorrea/MA
084,Confiança/SE,Asa/AL
085,Remo/PA,Salgueiro/PE
086,Bragantino/SP,Tupi/MG
087,VoltaRedonda/RJ,SãoBento/SP
088,Tombense/MG,Macaé/RJ
089,MogiMirim/SP,Joinville/SC
090,Ypiranga/RS,Botafogo/SP
091,SampaioCorrea/MA,MotoClub/MA
092,Salgueiro/PE,Confiança/SE
093,Asa/AL,Csa/AL
094,Botafogo/SP,Bragantino/SP
095,Macaé/RJ,VoltaRedonda/RJ
096,SãoBento/SP,MogiMirim/SP
097,Fortaleza/CE,Remo/PA
098,Cuiabá/MT,Botafogo/PB
099,Joinville/SC,Ypiranga/RS
100,Tupi/MG,Tombense/MG
101,MotoClub/MA,Salgueiro/PE
102,Remo/PA,Asa/AL
103,Tombense/MG,SãoBento/SP
104,MogiMirim/SP,Botafogo/SP
105,Bragantino/SP,Macaé/RJ
106,VoltaRedonda/RJ,Joinville/SC
107,Csa/AL,SampaioCorrea/MA
108,Ypiranga/RS,Tupi/MG
109,Confiança/SE,Cuiabá/MT
110,Botafogo/PB,Fortaleza/CE
111,Cuiabá/MT,Remo/PA
112,SampaioCorrea/MA,Asa/AL
113,Fortaleza/CE,Salgueiro/PE
114,Macaé/RJ,SãoBento/SP
115,MogiMirim/SP,Tombense/MG
116,Tupi/MG,Joinville/SC
118,Ypiranga/RS,Bragantino/SP
119,Botafogo/SP,VoltaRedonda/RJ
120,Confiança/SE,MotoClub/MA
121,MotoClub/MA,Csa/AL
122,Salgueiro/PE,Botafogo/PB
123,Asa/AL,Fortaleza/CE
124,Macaé/RJ,Ypiranga/RS
125,Tombense/MG,VoltaRedonda/RJ
126,Bragantino/SP,MogiMirim/SP
127,SãoBento/SP,Tupi/MG
128,Remo/PA,Confiança/SE
129,Cuiabá/MT,SampaioCorrea/MA
130,Joinville/SC,Botafogo/SP
131,SampaioCorrea/MA,Confiança/SE
132,Salgueiro/PE,Asa/AL
133,VoltaRedonda/RJ,Bragantino/SP
135,Tupi/MG,Macaé/RJ
136,Botafogo/PB,MotoClub/MA
137,Fortaleza/CE,Cuiabá/MT
138,Joinville/SC,Tombense/MG
139,Botafogo/SP,SãoBento/SP
140,Csa/AL,Remo/PA
141,Confiança/SE,Csa/AL
142,Macaé/RJ,Botafogo/SP
143,Bragantino/SP,Tombense/MG
144,Tupi/MG,MogiMirim/SP
145,SãoBento/SP,Joinville/SC
146,SampaioCorrea/MA,Fortaleza/CE
147,Ypiranga/RS,VoltaRedonda/RJ
148,Asa/AL,MotoClub/MA
149,Remo/PA,Botafogo/PB
150,Cuiabá/MT,Salgueiro/PE
151,Botafogo/SP,Tupi/MG
152,Tombense/MG,Ypiranga/RS
153,SãoBento/SP,Bragantino/SP
154,MotoClub/MA,Remo/PA
155,Salgueiro/PE,SampaioCorrea/MA
156,Joinville/SC,Macaé/RJ
157,Asa/AL,Cuiabá/MT
158,Botafogo/PB,Confiança/SE
159,VoltaRedonda/RJ,MogiMirim/SP
160,Fortaleza/CE,Csa/AL
161,Ypiranga/RS,SãoBento/SP
162,Botafogo/PB,Asa/AL
163,Tombense/MG,Botafogo/SP
164,MogiMirim/SP,Macaé/RJ
165,MotoClub/MA,Cuiabá/MT
166,Bragantino/SP,Joinville/SC
167,Remo/PA,SampaioCorrea/MA
168,Confiança/SE,Fortaleza/CE
169,VoltaRedonda/RJ,Tupi/MG
170,Csa/AL,Salgueiro/PE
171,Botafogo/SP,Ypiranga/RS
172,Macaé/RJ,Tombense/MG
173,Tupi/MG,Bragantino/SP
174,SãoBento/SP,VoltaRedonda/RJ
175,Joinville/SC,MogiMirim/SP
176,SampaioCorrea/MA,Botafogo/PB
177,Asa/AL,Confiança/SE
178,Cuiabá/MT,Csa/AL
179,Salgueiro/PE,Remo/PA
180,Fortaleza/CE,MotoClub/MA
181,VoltaRedonda/RJ,SampaioCorrea/MA
182,Fortaleza/CE,Tupi/MG
183,Tombense/MG,Csa/AL
184,Confiança/SE,SãoBento/SP
185,SampaioCorrea/MA,VoltaRedonda/RJ
186,Tupi/MG,Fortaleza/CE
187,Csa/AL,Tombense/MG
188,SãoBento/SP,Confiança/SE
189,Fortaleza/CE,SampaioCorrea/MA
190,SãoBento/SP,Csa/AL
191,SampaioCorrea/MA,Fortaleza/CE
193,Fortaleza/CE,Csa/AL
194,Csa/AL,Fortaleza/CE
