CBF,In,Out,Nº,Clube
341930,00:00 - 1T,45:00 - 2T,1,Esportivo/RS
293707,00:00 - 1T,45:00 - 2T,1,RioBrancoSportClub/PR
380164,00:00 - 1T,45:00 - 2T,2,Esportivo/RS
433824,00:00 - 1T,45:00 - 2T,2,RioBrancoSportClub/PR
316680,00:00 - 1T,45:00 - 2T,3,Esportivo/RS
324977,00:00 - 1T,45:00 - 2T,3,RioBrancoSportClub/PR
387012,00:00 - 1T,44:00 - 2T,4,Esportivo/RS
617642,00:00 - 1T,45:00 - 2T,4,RioBrancoSportClub/PR
609169,00:00 - 1T,45:00 - 2T,5,Esportivo/RS
523669,00:00 - 1T,45:00 - 2T,5,RioBrancoSportClub/PR
295793,00:00 - 1T,45:00 - 2T,6,Esportivo/RS
183902,00:00 - 1T,45:00 - 2T,6,RioBrancoSportClub/PR
406638,00:00 - 1T,45:00 - 2T,7,Esportivo/RS
431399,00:00 - 1T,45:00 - 2T,7,RioBrancoSportClub/PR
307702,00:00 - 1T,44:00 - 2T,8,Esportivo/RS
526266,00:00 - 1T,45:00 - 2T,8,RioBrancoSportClub/PR
584474,00:00 - 1T,38:00 - 2T,9,Esportivo/RS
363462,00:00 - 1T,45:00 - 2T,9,RioBrancoSportClub/PR
526117,00:00 - 1T,38:00 - 2T,10,Esportivo/RS
435879,00:00 - 1T,45:00 - 2T,10,RioBrancoSportClub/PR
705498,00:00 - 1T,22:00 - 2T,11,Esportivo/RS
432191,00:00 - 1T,45:00 - 2T,11,RioBrancoSportClub/PR
550121,22:00 - 2T,45:00 - 2T,17,Esportivo/RS
523818,38:00 - 2T,45:00 - 2T,16,Esportivo/RS
656041,38:00 - 2T,45:00 - 2T,19,Esportivo/RS
178966,44:00 - 2T,45:00 - 2T,18,Esportivo/RS
369844,44:00 - 2T,45:00 - 2T,13,Esportivo/RS
