CBF,In,Out,Nº,Clube
336278,00:00 - 1T,45:00 - 2T,1,FastClube/AM
455014,00:00 - 1T,45:00 - 2T,1,Atlético/AC
460148,00:00 - 1T,45:00 - 2T,2,FastClube/AM
383904,00:00 - 1T,45:00 - 2T,2,Atlético/AC
431905,00:00 - 1T,45:00 - 2T,3,FastClube/AM
308816,00:00 - 1T,45:00 - 2T,3,Atlético/AC
309569,00:00 - 1T,45:00 - 2T,4,FastClube/AM
509001,00:00 - 1T,45:00 - 2T,4,Atlético/AC
604919,00:00 - 1T,45:00 - 2T,6,FastClube/AM
610366,00:00 - 1T,45:00 - 2T,5,Atlético/AC
164677,00:00 - 1T,45:00 - 2T,7,FastClube/AM
367653,00:00 - 1T,26:00 - 2T,6,Atlético/AC
313145,00:00 - 1T,45:00 - 2T,8,FastClube/AM
537554,00:00 - 1T,INT,7,Atlético/AC
506548,00:00 - 1T,45:00 - 2T,9,FastClube/AM
305761,00:00 - 1T,26:00 - 2T,8,Atlético/AC
459879,00:00 - 1T,45:00 - 2T,11,FastClube/AM
384569,00:00 - 1T,12:00 - 2T,9,Atlético/AC
338266,00:00 - 1T,45:00 - 2T,13,FastClube/AM
461401,00:00 - 1T,35:00 - 2T,10,Atlético/AC
350592,00:00 - 1T,45:00 - 2T,91,FastClube/AM
372519,00:00 - 1T,45:00 - 2T,11,Atlético/AC
370496,INT,45:00 - 2T,20,Atlético/AC
367329,12:00 - 2T,45:00 - 2T,17,Atlético/AC
340929,26:00 - 2T,45:00 - 2T,14,Atlético/AC
445555,26:00 - 2T,45:00 - 2T,15,Atlético/AC
590589,35:00 - 2T,45:00 - 2T,18,Atlético/AC
