CBF,Time,Type,Game
716624,34:00 - 1T,NR,001
178624,01:00 - 2T,NR,001
434789,30:00 - 2T,NR,001
355861,09:00 - 1T,NR,002
325422,41:00 - 2T,NR,002
316034,29:00 - 2T,PN,003
296582,+4 - 2T,NR,003
292024,09:00 - 1T,NR,004
346533,15:00 - 1T,NR,004
317521,25:00 - 1T,FT,004
346533,36:00 - 1T,NR,004
305397,36:00 - 2T,NR,004
341995,14:00 - 1T,NR,005
341995,+3 - 1T,PN,005
434789,10:00 - 2T,NR,005
154065,17:00 - 1T,NR,006
418597,03:00 - 2T,NR,006
514141,14:00 - 2T,NR,006
395612,26:00 - 2T,CT,006
305397,01:00 - 2T,NR,008
167737,23:00 - 2T,CT,008
341612,+3 - 2T,NR,009
317312,05:00 - 1T,NR,010
414987,07:00 - 1T,NR,010
298439,10:00 - 1T,NR,010
390385,38:00 - 1T,NR,010
342842,41:00 - 1T,PN,010
403435,32:00 - 2T,NR,010
372811,28:00 - 1T,PN,011
186459,41:00 - 1T,CT,011
395002,08:00 - 2T,NR,011
602685,39:00 - 2T,NR,011
295752,+1 - 2T,NR,011
427070,03:00 - 1T,NR,012
384158,28:00 - 2T,NR,012
367329,30:00 - 2T,NR,012
417715,40:00 - 2T,NR,012
384158,45:00 - 2T,NR,012
178624,02:00 - 1T,NR,013
367541,07:00 - 1T,NR,013
374198,27:00 - 2T,NR,013
342842,12:00 - 1T,PN,014
680934,42:00 - 2T,NR,014
525989,+6 - 2T,PN,014
608192,11:00 - 2T,NR,015
300764,28:00 - 1T,NR,016
164677,36:00 - 2T,PN,016
334012,13:00 - 1T,NR,018
630650,02:00 - 2T,NR,018
301740,39:00 - 1T,NR,019
319058,+3 - 1T,NR,019
459879,16:00 - 2T,NR,019
459879,19:00 - 2T,NR,019
164677,25:00 - 2T,FT,019
461401,+1 - 1T,PN,020
673083,03:00 - 2T,CT,020
367541,35:00 - 2T,PN,020
422777,02:00 - 1T,NR,021
608192,45:00 - 1T,NR,021
608192,23:00 - 2T,NR,021
307995,33:00 - 2T,NR,021
705955,05:00 - 1T,FT,022
341612,13:00 - 1T,NR,023
384922,34:00 - 2T,NR,023
171712,10:00 - 2T,PN,025
148428,40:00 - 2T,NR,025
427825,12:00 - 1T,NR,026
333525,28:00 - 1T,NR,026
608192,02:00 - 2T,NR,026
509001,10:00 - 1T,CT,027
319058,06:00 - 2T,NR,027
461401,12:00 - 2T,NR,027
367541,13:00 - 1T,PN,028
372811,39:00 - 2T,PN,028
459879,44:00 - 2T,NR,028
506548,34:00 - 1T,NR,029
310027,35:00 - 1T,NR,029
531615,24:00 - 2T,NR,029
506548,39:00 - 2T,PN,029
537980,+3 - 2T,NR,029
395002,13:00 - 1T,FT,031
608192,38:00 - 1T,NR,031
367329,+1 - 1T,NR,031
340020,43:00 - 2T,PN,031
300764,12:00 - 2T,NR,032
461401,03:00 - 1T,NR,033
531615,18:00 - 1T,NR,033
367329,42:00 - 1T,NR,033
461401,15:00 - 2T,NR,033
415053,16:00 - 1T,NR,034
608192,27:00 - 1T,PN,035
303639,44:00 - 2T,NR,035
364691,+3 - 2T,NR,035
174713,03:00 - 2T,NR,037
369755,+5 - 2T,NR,037
550859,19:00 - 1T,NR,038
537609,27:00 - 2T,NR,038
459300,02:00 - 1T,NR,039
459879,10:00 - 1T,NR,039
608192,35:00 - 1T,NR,039
355541,42:00 - 1T,CT,040
307065,06:00 - 2T,NR,040
350592,33:00 - 1T,NR,041
350592,06:00 - 2T,NR,041
317312,+3 - 2T,NR,041
378613,11:00 - 1T,NR,042
395002,20:00 - 1T,NR,043
554808,10:00 - 2T,NR,045
511405,+4 - 2T,NR,045
427825,31:00 - 1T,NR,046
340020,07:00 - 2T,NR,046
459879,08:00 - 1T,NR,048
431905,33:00 - 1T,NR,048
372811,27:00 - 2T,PN,048
355336,36:00 - 2T,NR,048
340020,07:00 - 1T,NR,049
340020,36:00 - 1T,NR,049
608192,42:00 - 1T,NR,049
395002,07:00 - 2T,NR,049
340020,35:00 - 2T,NR,049
427070,12:00 - 1T,FT,050
300764,21:00 - 1T,NR,050
300764,22:00 - 2T,NR,050
538810,29:00 - 2T,NR,050
384922,03:00 - 1T,NR,051
318335,21:00 - 1T,NR,051
355336,02:00 - 2T,PN,051
341612,30:00 - 2T,NR,051
459879,13:00 - 2T,PN,052
349560,02:00 - 1T,NR,054
300764,31:00 - 1T,NR,054
349560,06:00 - 2T,NR,054
341612,19:00 - 2T,PN,055
307065,32:00 - 2T,NR,055
459879,36:00 - 2T,PN,055
384440,44:00 - 1T,NR,056
355336,04:00 - 2T,NR,056
181557,10:00 - 2T,NR,056
367329,39:00 - 2T,NR,056
367541,44:00 - 2T,PN,056
372811,12:00 - 1T,NR,057
372811,39:00 - 1T,PN,057
372811,10:00 - 2T,NR,057
509001,16:00 - 1T,NR,058
337813,+2 - 1T,PN,058
610366,03:00 - 2T,NR,058
293946,07:00 - 2T,NR,058
342842,43:00 - 2T,NR,058
608192,14:00 - 1T,PN,059
341612,35:00 - 1T,FT,059
330607,25:00 - 1T,NR,062
556285,23:00 - 2T,NR,062
334012,03:00 - 1T,PN,063
565296,11:00 - 1T,NR,063
518542,23:00 - 1T,NR,063
563947,45:00 - 1T,NR,063
334012,14:00 - 2T,NR,063
531603,36:00 - 2T,NR,063
438150,01:00 - 1T,NR,064
438150,17:00 - 1T,NR,064
438150,44:00 - 1T,PN,064
165010,+4 - 1T,NR,064
338437,16:00 - 2T,NR,064
438150,24:00 - 2T,NR,064
383904,33:00 - 2T,NR,064
148428,43:00 - 2T,NR,064
167953,23:00 - 1T,PN,065
307827,+2 - 1T,PN,065
363059,17:00 - 2T,NR,065
539047,25:00 - 2T,NR,065
553472,31:00 - 1T,NR,068
148584,35:00 - 1T,NR,068
403119,31:00 - 2T,NR,069
394548,+3 - 2T,NR,069
442906,16:00 - 1T,NR,070
368198,15:00 - 2T,FT,070
421101,24:00 - 2T,NR,070
185480,34:00 - 2T,NR,070
305985,43:00 - 2T,NR,070
380980,02:00 - 2T,NR,071
165047,30:00 - 2T,NR,071
516417,40:00 - 2T,NR,071
533812,27:00 - 1T,NR,072
716997,14:00 - 2T,NR,072
442906,16:00 - 1T,NR,073
148986,27:00 - 1T,NR,073
692881,23:00 - 2T,NR,073
423893,39:00 - 2T,NR,073
507727,03:00 - 2T,NR,074
393872,13:00 - 2T,NR,074
161597,37:00 - 2T,NR,074
717093,21:00 - 2T,NR,075
432698,32:00 - 2T,NR,075
298740,41:00 - 2T,NR,075
513630,07:00 - 2T,NR,076
188529,17:00 - 2T,PN,076
455997,08:00 - 1T,NR,077
307827,28:00 - 1T,PN,077
291329,07:00 - 1T,NR,078
161597,+3 - 1T,NR,078
330129,14:00 - 2T,NR,078
191680,38:00 - 2T,NR,078
363975,28:00 - 1T,NR,079
403274,04:00 - 2T,NR,079
184904,45:00 - 2T,NR,079
187746,+3 - 1T,PN,080
529371,06:00 - 2T,NR,080
187746,10:00 - 2T,NR,080
168366,20:00 - 2T,PN,080
453580,23:00 - 2T,NR,080
185401,28:00 - 1T,NR,081
550732,40:00 - 2T,CT,081
423893,05:00 - 1T,NR,082
455997,36:00 - 1T,NR,082
191680,13:00 - 2T,NR,082
291610,+4 - 2T,NR,082
292593,08:00 - 1T,NR,083
300995,13:00 - 1T,NR,083
298740,01:00 - 2T,NR,083
298740,10:00 - 2T,NR,083
148584,40:00 - 2T,FT,083
346926,25:00 - 1T,NR,084
394055,+2 - 1T,NR,084
432698,03:00 - 2T,NR,084
533812,17:00 - 2T,NR,084
539047,30:00 - 2T,NR,085
187746,27:00 - 1T,NR,087
455997,42:00 - 1T,NR,087
148584,06:00 - 2T,NR,087
508770,13:00 - 2T,NR,087
305956,14:00 - 2T,NR,087
332776,40:00 - 2T,NR,087
184904,07:00 - 2T,PN,088
463072,38:00 - 2T,NR,088
403274,01:00 - 2T,NR,090
408423,31:00 - 2T,NR,090
377342,+5 - 2T,NR,090
529371,33:00 - 1T,NR,091
185548,43:00 - 2T,NR,091
432698,+2 - 2T,NR,091
330129,38:00 - 2T,PN,092
169792,10:00 - 1T,NR,093
567100,17:00 - 2T,NR,093
187746,21:00 - 2T,PN,093
363059,30:00 - 2T,NR,093
692881,+5 - 2T,NR,093
517121,06:00 - 1T,NR,094
184904,34:00 - 2T,NR,094
337563,+2 - 2T,PN,094
185548,11:00 - 2T,NR,095
185548,45:00 - 2T,NR,095
298740,20:00 - 1T,NR,096
609336,22:00 - 1T,NR,096
553820,28:00 - 1T,NR,096
539047,10:00 - 2T,NR,097
446883,40:00 - 2T,NR,097
377342,25:00 - 1T,NR,098
167953,28:00 - 1T,PN,098
185548,20:00 - 1T,NR,099
404318,23:00 - 2T,NR,101
522183,01:00 - 1T,NR,103
377244,22:00 - 1T,NR,103
167953,33:00 - 2T,PN,103
168366,+1 - 1T,PN,104
403274,19:00 - 2T,CT,104
539047,14:00 - 1T,NR,105
455997,01:00 - 2T,NR,105
338478,07:00 - 1T,NR,106
291329,34:00 - 1T,NR,106
291610,12:00 - 2T,NR,106
330129,14:00 - 2T,FT,106
442906,21:00 - 2T,NR,106
184904,34:00 - 1T,NR,107
300995,38:00 - 2T,NR,107
167953,40:00 - 2T,NR,107
533812,24:00 - 2T,NR,108
291387,42:00 - 2T,NR,108
716997,+6 - 2T,NR,108
291610,07:00 - 1T,NR,109
338478,16:00 - 1T,NR,109
175123,+2 - 1T,NR,109
175546,36:00 - 2T,PN,109
330129,02:00 - 1T,NR,110
414698,35:00 - 1T,NR,110
507727,40:00 - 1T,NR,110
646528,06:00 - 2T,NR,110
533812,17:00 - 1T,NR,111
533812,40:00 - 2T,NR,111
191680,24:00 - 1T,PN,114
291387,32:00 - 1T,NR,114
305985,40:00 - 1T,NR,114
148584,31:00 - 2T,FT,114
291610,32:00 - 2T,NR,114
377244,03:00 - 1T,NR,115
377244,33:00 - 1T,NR,115
165047,43:00 - 2T,PN,115
302814,13:00 - 1T,NR,116
161597,38:00 - 1T,NR,116
385708,02:00 - 2T,NR,116
404318,31:00 - 2T,PN,116
385708,+2 - 2T,NR,116
423893,32:00 - 1T,NR,118
423893,18:00 - 2T,NR,118
168366,36:00 - 2T,PN,118
509685,44:00 - 2T,NR,119
161597,05:00 - 1T,PN,120
507727,19:00 - 1T,NR,120
404318,43:00 - 2T,NR,120
174194,26:00 - 2T,PN,121
178836,12:00 - 2T,NR,122
353953,+2 - 1T,NR,124
455840,13:00 - 2T,NR,124
709914,20:00 - 2T,NR,124
530995,26:00 - 2T,NR,124
465033,28:00 - 2T,NR,124
346659,24:00 - 1T,NR,125
383609,38:00 - 1T,NR,125
636795,30:00 - 2T,NR,125
612511,+2 - 2T,NR,125
322782,18:00 - 1T,NR,126
382379,21:00 - 1T,NR,126
171685,23:00 - 2T,PN,126
382379,29:00 - 2T,NR,126
360491,38:00 - 2T,NR,126
176522,39:00 - 1T,PN,127
313043,01:00 - 2T,NR,127
313043,02:00 - 2T,NR,127
313937,43:00 - 2T,NR,127
382379,36:00 - 1T,NR,129
612511,16:00 - 2T,NR,129
525164,20:00 - 2T,NR,129
612511,22:00 - 2T,NR,129
463027,39:00 - 1T,NR,130
324953,43:00 - 1T,NR,130
369271,20:00 - 2T,NR,130
369698,30:00 - 2T,PN,130
369698,37:00 - 2T,PN,130
364594,07:00 - 1T,FT,131
406138,18:00 - 1T,NR,131
180253,11:00 - 2T,NR,131
355600,15:00 - 2T,NR,131
172181,+5 - 2T,PN,131
346659,02:00 - 2T,NR,132
370457,18:00 - 2T,NR,132
346659,37:00 - 2T,NR,132
322782,39:00 - 2T,NR,132
526916,42:00 - 2T,NR,132
401579,07:00 - 2T,NR,133
389211,15:00 - 2T,NR,133
431346,15:00 - 2T,FT,134
346659,41:00 - 1T,NR,135
346659,15:00 - 2T,NR,135
343716,38:00 - 1T,NR,139
462916,+1 - 1T,NR,139
322782,07:00 - 2T,NR,139
364594,21:00 - 1T,NR,140
178836,26:00 - 1T,NR,140
306914,11:00 - 1T,NR,141
401579,31:00 - 1T,NR,141
612511,10:00 - 2T,PN,141
380020,24:00 - 2T,NR,141
337532,40:00 - 1T,NR,142
337532,33:00 - 2T,NR,142
369698,35:00 - 1T,PN,143
582000,36:00 - 1T,NR,143
369698,+3 - 1T,PN,143
340272,02:00 - 2T,NR,143
582000,04:00 - 2T,NR,143
340272,22:00 - 2T,NR,143
463027,44:00 - 2T,NR,143
370457,10:00 - 1T,NR,144
