Game,Home,Away
001,Abc/RN,Náutico/PE
002,Imperatriz/MA,Globo/RN
003,SantaCruz/PE,Treze/PB
004,Botafogo/PB,Ferroviário/CE
005,Confiança/SE,SampaioCorrea/MA
006,Luverdense/MT,Juventude/RS
007,Remo/PA,Boa/MG
008,Tombense/MG,SãoJosé/RS
009,Ypiranga/RS,Paysandu/PA
010,VoltaRedonda/RJ,Atlético/AC
011,Globo/RN,Confiança/SE
012,SampaioCorrea/MA,Botafogo/PB
013,Náutico/PE,Imperatriz/MA
014,Treze/PB,Abc/RN
015,Ferroviário/CE,SantaCruz/PE
016,Atlético/AC,Ypiranga/RS
017,Paysandu/PA,Tombense/MG
018,Boa/MG,VoltaRedonda/RJ
019,Juventude/RS,Remo/PA
020,SãoJosé/RS,Luverdense/MT
021,Globo/RN,SampaioCorrea/MA
022,Imperatriz/MA,Treze/PB
023,Náutico/PE,Ferroviário/CE
024,Botafogo/PB,SantaCruz/PE
025,Confiança/SE,Abc/RN
026,Luverdense/MT,Remo/PA
027,Paysandu/PA,Juventude/RS
028,Boa/MG,Atlético/AC
029,Ypiranga/RS,SãoJosé/RS
030,VoltaRedonda/RJ,Tombense/MG
031,Abc/RN,Botafogo/PB
032,Imperatriz/MA,Confiança/SE
033,SantaCruz/PE,SampaioCorrea/MA
034,Treze/PB,Náutico/PE
035,Ferroviário/CE,Globo/RN
036,Atlético/AC,SãoJosé/RS
037,Remo/PA,Ypiranga/RS
038,Tombense/MG,Luverdense/MT
039,Juventude/RS,Boa/MG
040,VoltaRedonda/RJ,Paysandu/PA
041,Globo/RN,Treze/PB
042,SampaioCorrea/MA,Ferroviário/CE
043,SantaCruz/PE,Abc/RN
044,Botafogo/PB,Imperatriz/MA
045,Confiança/SE,Náutico/PE
046,Luverdense/MT,VoltaRedonda/RJ
047,Remo/PA,Atlético/AC
048,Boa/MG,Paysandu/PA
049,Ypiranga/RS,Tombense/MG
050,SãoJosé/RS,Juventude/RS
051,Abc/RN,Ferroviário/CE
052,Imperatriz/MA,SantaCruz/PE
053,Náutico/PE,Globo/RN
054,Treze/PB,SampaioCorrea/MA
055,Confiança/SE,Botafogo/PB
056,Luverdense/MT,Boa/MG
057,Paysandu/PA,SãoJosé/RS
058,Tombense/MG,Remo/PA
059,Juventude/RS,Atlético/AC
060,VoltaRedonda/RJ,Ypiranga/RS
061,Abc/RN,Imperatriz/MA
062,SampaioCorrea/MA,Náutico/PE
063,SantaCruz/PE,Confiança/SE
064,Botafogo/PB,Globo/RN
065,Ferroviário/CE,Treze/PB
066,Atlético/AC,Paysandu/PA
067,Remo/PA,VoltaRedonda/RJ
068,Tombense/MG,Juventude/RS
069,Ypiranga/RS,Luverdense/MT
070,SãoJosé/RS,Boa/MG
071,Globo/RN,SantaCruz/PE
072,SampaioCorrea/MA,Abc/RN
073,Náutico/PE,Botafogo/PB
074,Treze/PB,Confiança/SE
075,Ferroviário/CE,Imperatriz/MA
076,Atlético/AC,Tombense/MG
077,Paysandu/PA,Luverdense/MT
078,Boa/MG,Ypiranga/RS
079,Juventude/RS,VoltaRedonda/RJ
080,SãoJosé/RS,Remo/PA
081,Abc/RN,Globo/RN
082,Imperatriz/MA,SampaioCorrea/MA
083,SantaCruz/PE,Náutico/PE
084,Botafogo/PB,Treze/PB
085,Confiança/SE,Ferroviário/CE
086,Luverdense/MT,Atlético/AC
087,Remo/PA,Paysandu/PA
088,Tombense/MG,Boa/MG
089,Ypiranga/RS,Juventude/RS
090,VoltaRedonda/RJ,SãoJosé/RS
091,Globo/RN,Imperatriz/MA
092,SampaioCorrea/MA,Confiança/SE
093,Náutico/PE,Abc/RN
094,Treze/PB,SantaCruz/PE
095,Ferroviário/CE,Botafogo/PB
096,Atlético/AC,VoltaRedonda/RJ
097,Paysandu/PA,Ypiranga/RS
098,Boa/MG,Remo/PA
099,Juventude/RS,Luverdense/MT
100,SãoJosé/RS,Tombense/MG
101,Abc/RN,Treze/PB
102,Imperatriz/MA,Náutico/PE
103,SantaCruz/PE,Ferroviário/CE
104,Botafogo/PB,SampaioCorrea/MA
105,Confiança/SE,Globo/RN
106,Luverdense/MT,SãoJosé/RS
107,Remo/PA,Juventude/RS
108,Tombense/MG,Paysandu/PA
109,Ypiranga/RS,Atlético/AC
110,VoltaRedonda/RJ,Boa/MG
111,Abc/RN,Confiança/SE
112,SampaioCorrea/MA,Globo/RN
113,SantaCruz/PE,Botafogo/PB
114,Treze/PB,Imperatriz/MA
115,Ferroviário/CE,Náutico/PE
116,Atlético/AC,Boa/MG
117,Remo/PA,Luverdense/MT
118,Tombense/MG,VoltaRedonda/RJ
119,Juventude/RS,Paysandu/PA
120,SãoJosé/RS,Ypiranga/RS
121,Globo/RN,Ferroviário/CE
122,SampaioCorrea/MA,SantaCruz/PE
123,Náutico/PE,Treze/PB
124,Botafogo/PB,Abc/RN
125,Confiança/SE,Imperatriz/MA
126,Luverdense/MT,Tombense/MG
127,Paysandu/PA,VoltaRedonda/RJ
128,Boa/MG,Juventude/RS
129,Ypiranga/RS,Remo/PA
130,SãoJosé/RS,Atlético/AC
131,Abc/RN,SantaCruz/PE
132,Imperatriz/MA,Botafogo/PB
133,Náutico/PE,Confiança/SE
134,Treze/PB,Globo/RN
135,Ferroviário/CE,SampaioCorrea/MA
136,Atlético/AC,Remo/PA
137,Paysandu/PA,Boa/MG
138,Tombense/MG,Ypiranga/RS
139,Juventude/RS,SãoJosé/RS
140,VoltaRedonda/RJ,Luverdense/MT
141,Globo/RN,Náutico/PE
142,SampaioCorrea/MA,Treze/PB
143,SantaCruz/PE,Imperatriz/MA
144,Botafogo/PB,Confiança/SE
145,Ferroviário/CE,Abc/RN
146,Atlético/AC,Juventude/RS
147,Remo/PA,Tombense/MG
148,Boa/MG,Luverdense/MT
149,Ypiranga/RS,VoltaRedonda/RJ
150,SãoJosé/RS,Paysandu/PA
151,Globo/RN,Botafogo/PB
152,Imperatriz/MA,Abc/RN
153,Náutico/PE,SampaioCorrea/MA
154,Treze/PB,Ferroviário/CE
155,Confiança/SE,SantaCruz/PE
156,Luverdense/MT,Ypiranga/RS
157,Paysandu/PA,Atlético/AC
158,Boa/MG,SãoJosé/RS
159,Juventude/RS,Tombense/MG
160,VoltaRedonda/RJ,Remo/PA
161,Abc/RN,SampaioCorrea/MA
162,Imperatriz/MA,Ferroviário/CE
163,SantaCruz/PE,Globo/RN
164,Botafogo/PB,Náutico/PE
165,Confiança/SE,Treze/PB
166,Luverdense/MT,Paysandu/PA
167,Remo/PA,SãoJosé/RS
168,Tombense/MG,Atlético/AC
169,Ypiranga/RS,Boa/MG
170,VoltaRedonda/RJ,Juventude/RS
171,Globo/RN,Abc/RN
172,SampaioCorrea/MA,Imperatriz/MA
173,Náutico/PE,SantaCruz/PE
174,Treze/PB,Botafogo/PB
175,Ferroviário/CE,Confiança/SE
176,Atlético/AC,Luverdense/MT
177,Paysandu/PA,Remo/PA
178,Boa/MG,Tombense/MG
179,Juventude/RS,Ypiranga/RS
180,SãoJosé/RS,VoltaRedonda/RJ
181,Paysandu/PA,Náutico/PE
182,Imperatriz/MA,Juventude/RS
183,Confiança/SE,Ypiranga/RS
184,SãoJosé/RS,SampaioCorrea/MA
185,Náutico/PE,Paysandu/PA
186,Juventude/RS,Imperatriz/MA
187,Ypiranga/RS,Confiança/SE
188,SampaioCorrea/MA,SãoJosé/RS
189,Confiança/SE,SampaioCorrea/MA
190,Juventude/RS,Náutico/PE
191,SampaioCorrea/MA,Confiança/SE
192,Náutico/PE,Juventude/RS
193,Náutico/PE,SampaioCorrea/MA
194,SampaioCorrea/MA,Náutico/PE
