CBF,In,Out,Nº,Clube
153275,00:00 - 1T,45:00 - 2T,1,Treze/PB
160028,00:00 - 1T,45:00 - 2T,1,SantaCruz/PE
169792,00:00 - 1T,07:00 - 2T,2,Treze/PB
172112,00:00 - 1T,45:00 - 2T,2,SantaCruz/PE
293201,00:00 - 1T,45:00 - 2T,3,Treze/PB
159632,00:00 - 1T,45:00 - 2T,3,SantaCruz/PE
166655,00:00 - 1T,45:00 - 2T,4,Treze/PB
159750,00:00 - 1T,45:00 - 2T,4,SantaCruz/PE
307961,00:00 - 1T,45:00 - 2T,5,Treze/PB
172314,00:00 - 1T,45:00 - 2T,5,SantaCruz/PE
146009,00:00 - 1T,45:00 - 2T,6,Treze/PB
188960,00:00 - 1T,45:00 - 2T,6,SantaCruz/PE
146453,00:00 - 1T,30:00 - 2T,7,Treze/PB
177145,00:00 - 1T,45:00 - 2T,7,SantaCruz/PE
313545,00:00 - 1T,45:00 - 2T,8,Treze/PB
178231,00:00 - 1T,45:00 - 2T,8,SantaCruz/PE
154630,00:00 - 1T,45:00 - 2T,9,Treze/PB
144745,00:00 - 1T,45:00 - 2T,9,SantaCruz/PE
127754,00:00 - 1T,38:00 - 2T,10,Treze/PB
341132,00:00 - 1T,45:00 - 2T,10,SantaCruz/PE
291978,00:00 - 1T,45:00 - 2T,11,Treze/PB
293506,00:00 - 1T,45:00 - 2T,11,SantaCruz/PE
177920,07:00 - 2T,45:00 - 2T,20,Treze/PB
322810,30:00 - 2T,45:00 - 2T,19,Treze/PB
361925,38:00 - 2T,45:00 - 2T,16,Treze/PB
