Campeonato:,Campeonato Brasileiro - Série C/2021,,Rodada:,17
Jogo:,Altos / PI X Paysandu / PA,,,
Data:,18/09/2021 Horário: 17:00 Estádio:,Governador Alberto Silva / Teresina,,
"",Arbitragem
Arbitro:,Zandick Gondim Alves Junior (AB / RN)
Arbitro Assistente 1:,Vinicius Melo de Lima (AB / RN)
Arbitro Assistente 2:,Francisco de Assis da Hora (AB / RN)
Quarto Arbitro:,Iudiney César Rocha E Silva (CD / PI)
Analista de Campo:,Antonio Santos Nunes (CBF / PI)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:53Atraso:,,Não Houve Entrada do mandante: 18:03,,Atraso:,Não Houve
Entrada do visitante:,16:53Atraso:,,Não Houve Entrada do visitante: 18:02,,Atraso:,Não Houve
Início 1o Tempo:,17:00Atraso:,,Não Houve Início do 2o Tempo: 18:05,,Atraso:,Não Houve
Término do 1o Tempo:,17:50Acréscimo:,,5 min Término do 2o Tempo: 18:56,Acréscimo:,,6 min
Resultado do 1o Tempo: 2 X 2,,,Resultado Final: 2 X 3,,,
"",,,,,Relação de Jogadores,,,,
"",,Altos / PI,,,,Paysandu / PA,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,FABIO,Fábio Deós Fernandes T(g),,P,567474 1 Victor Souza,Victor Bernardes And ... T(g),,P,299833
2,Gean,Gean Fernandes de AndradeT,,P,322780 2 Leandro Silva,Leandro da Silva T,,P,178723
3,Mimica,Ademilson Silva Marques T,,P,172741 9 Rafael Gra ...,Rafael Santiago Goncalves T,,P,179773
4,Reinaldo,Reinaldo Rodrigues d ... T,,P,174890 11 Rildo,Rildo de Andrade Fel ... T,,P,318254
6,Tiago,Tiago do Nascimento Silva T,,P,307954 18 Ratinho,Jurani Francisco Ferreira T,,P,434440
7,Lucas,Lucas Campos Silva T,,P,454786 26 Perema,Auricélio Vinhote So ... T,,P,389790
8,Neto,Pedro de Sousa Marti ... T,,P,369767 35 Marino,Marino da Silva T,,P,341779
9,Manoel Cri ...,Manoel Cristiano Rib ... T,,P,187984 36 Diego Matos,Diego Daniel Rodrigu ... T,,P,536065
10,Diguinho,Rodrigo Andrade da Silva T,,P,184095 42 Denilson,Denilson dos Santos  ... T,,P,344194
11,Klenisson,Klenisson Luiz da Silva T,,P,369601 89 Ruy,Ruy Franco de Almeid ... T,,P,178472
19,Betinho,Carlos Alberto Santo ... T,,P,166115 98 Robinho,Robson Jose Brilhant ... T,,P,456114
12,Andrezon,Andrezon dos Santos R(g),,P,360351 23 Paulo Ricardo,Paulo Ricardo Ferrei ... R(g),,P,453522
5,Jardel,Jardel Anderson Mont ... R,,P,385240 14 Victor Sal ...,Victor Sallinas Ribeiro R,,P,303490
13,Leandro,Leandro Marlon Gomes ... R,,P,306514 16 Alan Cardoso,Alan Cardoso de Andrade R,,P,372387
14,Wesley,Wesley Aparecido Rod ... R,,P,316914 21 Jhonnatan,Jhonnatan Guimaraes  ... R,,P,295956
15,Joao Ananias,Joao Ananias Jordao  ... R,,P,337194 25 Luan,Luan Ferreira dos Santos R,,P,359398
16,Crystian,Crystian Souza Carvalho R,,P,322338 30 Bruno Paul ...,Bruno Jacinto da Silva R,,P,323843
17,Amilcar,Amilcar Rosa Neto R,,P,364614 31 Thiago Santos,Thiago dos Santos R,,P,341557
18,Juninho,Junio Cesar Arcanjo R,,P,160706 75 Jose Aldo,Jose Aldo Soares de  ... R,,P,422022
20,Roger,Roger Roberto dos Santos R,,P,172933 77 Laercio,Laercio da Silva Carvalho R,,P,552728
21,MADSON,Madson Freitas Ferreira R,,P,700037 90 Marcelo,Marcelo Henrique Ferreira R,,P,341126
22,Cesinha,Cesar Velez da Silva R,,P,508082,,,,
"",,Comissão Técnica,
"",Altos / PI,,Paysandu / PA
Técnico:,Paulo Ricardo Kobayashi,Técnico:,Roberto Teixeira Da Fonseca
Assistente Técnico:,Marcelo De Almeida Copertino,Assistente Técnico:,Roberto Teixeira Da Fonseca Junior
Médico:,Max Jhonata Soares Da Silva,Médico:,Marcelo Coutinho Gaby
Treinador De Goleiros:,Willian Gross Stein,Treinador De Goleiros:,Jonas Sampaio De Almeida Filho
Preparador Físico:,Gabriel Sousa Junior,Preparador Físico:,Aaron Jose De Barros De Alencar Carvalho
Massagista:,Anfrisio Silva Araujo,Massagista:,Jose Maria Furtado Junior
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
07:00,1T,98,NR,Robson Jose Brilhante Martins,,Paysandu/PA
11:00,1T,9,NR,Manoel Cristiano Ribeiro Lemes,,Altos/PI
33:00,1T,2,CT,Leandro da Silva,,Paysandu/PA
38:00,1T,26,NR,Auricélio Vinhote Soares dos Santos,,Paysandu/PA
09:00,2T,2,NR,Leandro da Silva,,Paysandu/PA
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Paysandu/PA,75 - Jose Aldo Soares de Oliveira...,89 - Ruy Franco de Almeida Junior
45:00,INT,Altos/PI,17 - Amilcar Rosa Neto,7 - Lucas Campos Silva
43:00,1T,Paysandu/PA,21 - Jhonnatan Guimaraes Saraiva ...,18 - Jurani Francisco Ferreira
19:00,2T,Altos/PI,21 - Madson Freitas Ferreira,19 - Carlos Alberto Santos da Silva
19:00,2T,Altos/PI,18 - Junio Cesar Arcanjo,10 - Rodrigo Andrade da Silva
23:00,2T,Paysandu/PA,77 - Laercio da Silva Carvalho,11 - Rildo de Andrade Felicissimo
23:00,2T,Paysandu/PA,90 - Marcelo Henrique Ferreira,98 - Robson Jose Brilhante Martins
29:00,2T,Altos/PI,20 - Roger Roberto dos Santos,9 - Manoel Cristiano Ribeiro Lemes
35:00,2T,Paysandu/PA,31 - Thiago dos Santos,9 - Rafael Santiago Goncalves
37:00,2T,Altos/PI,22 - Cesar Velez da Silva,11 - Klenisson Luiz da Silva
