CBF,In,Out,Nº,Clube
294558,00:00 - 1T,45:00 - 2T,1,Abc/RN
299792,00:00 - 1T,45:00 - 2T,1,FreiPaulistano/SE
401976,00:00 - 1T,45:00 - 2T,2,Abc/RN
394020,00:00 - 1T,45:00 - 2T,2,FreiPaulistano/SE
297954,00:00 - 1T,45:00 - 2T,3,Abc/RN
172886,00:00 - 1T,45:00 - 2T,3,FreiPaulistano/SE
337532,00:00 - 1T,30:00 - 2T,5,Abc/RN
291704,00:00 - 1T,45:00 - 2T,4,FreiPaulistano/SE
370703,00:00 - 1T,09:00 - 2T,6,Abc/RN
393982,00:00 - 1T,45:00 - 2T,5,FreiPaulistano/SE
388399,00:00 - 1T,30:00 - 2T,9,Abc/RN
307458,00:00 - 1T,45:00 - 2T,6,FreiPaulistano/SE
363827,00:00 - 1T,45:00 - 2T,10,Abc/RN
306640,00:00 - 1T,45:00 - 2T,7,FreiPaulistano/SE
343716,00:00 - 1T,45:00 - 2T,13,Abc/RN
183774,00:00 - 1T,45:00 - 2T,8,FreiPaulistano/SE
355600,00:00 - 1T,45:00 - 2T,17,Abc/RN
143708,00:00 - 1T,45:00 - 2T,9,FreiPaulistano/SE
396288,00:00 - 1T,45:00 - 2T,23,Abc/RN
518632,00:00 - 1T,45:00 - 2T,10,FreiPaulistano/SE
457301,00:00 - 1T,INT,25,Abc/RN
399776,00:00 - 1T,45:00 - 2T,11,FreiPaulistano/SE
179600,INT,45 - 2T,21,Abc/RN
404328,09:00 - 2T,45 - 2T,18,Abc/RN
458210,30:00 - 2T,45 - 2T,15,Abc/RN
427720,30:00 - 2T,45 - 2T,8,Abc/RN
580866,45:00 - 2T,45 - 2T,24,Abc/RN
