CBF,In,Out,Nº,Clube
178014,00:00 - 1T,45:00 - 2T,1,MotoClub/MA
448233,00:00 - 1T,45:00 - 2T,1,Santos/AP
419381,00:00 - 1T,45:00 - 2T,2,MotoClub/MA
346437,00:00 - 1T,45:00 - 2T,2,Santos/AP
174546,00:00 - 1T,45:00 - 2T,3,MotoClub/MA
694454,00:00 - 1T,45:00 - 2T,3,Santos/AP
341434,00:00 - 1T,45:00 - 2T,4,MotoClub/MA
435859,00:00 - 1T,45:00 - 2T,4,Santos/AP
512688,00:00 - 1T,45:00 - 2T,5,MotoClub/MA
311401,00:00 - 1T,45:00 - 2T,5,Santos/AP
169827,00:00 - 1T,45:00 - 2T,6,MotoClub/MA
372858,00:00 - 1T,45:00 - 2T,6,Santos/AP
404318,00:00 - 1T,45:00 - 2T,7,MotoClub/MA
291811,00:00 - 1T,45:00 - 2T,7,Santos/AP
547844,00:00 - 1T,45:00 - 2T,8,MotoClub/MA
459752,00:00 - 1T,45:00 - 2T,8,Santos/AP
340020,00:00 - 1T,45:00 - 2T,9,MotoClub/MA
142887,00:00 - 1T,45:00 - 2T,9,Santos/AP
164677,00:00 - 1T,45:00 - 2T,10,MotoClub/MA
368187,00:00 - 1T,45:00 - 2T,10,Santos/AP
376121,00:00 - 1T,45:00 - 2T,11,MotoClub/MA
516605,00:00 - 1T,45:00 - 2T,11,Santos/AP
