CBF,In,Out,Nº,Clube
351454,00:00 - 1T,45:00 - 2T,1,Aparecidense/GO
187908,00:00 - 1T,45:00 - 2T,1,SãoLuiz/RS
163247,00:00 - 1T,36:00 - 2T,2,Aparecidense/GO
187895,00:00 - 1T,45:00 - 2T,2,SãoLuiz/RS
335513,00:00 - 1T,45:00 - 2T,3,Aparecidense/GO
171894,00:00 - 1T,45:00 - 2T,3,SãoLuiz/RS
359298,00:00 - 1T,45:00 - 2T,4,Aparecidense/GO
378939,00:00 - 1T,45:00 - 2T,4,SãoLuiz/RS
176739,00:00 - 1T,45:00 - 2T,5,Aparecidense/GO
184502,00:00 - 1T,45:00 - 2T,5,SãoLuiz/RS
292579,00:00 - 1T,45:00 - 2T,6,Aparecidense/GO
296295,00:00 - 1T,45:00 - 2T,6,SãoLuiz/RS
174233,00:00 - 1T,08:00 - 2T,7,Aparecidense/GO
393916,00:00 - 1T,45:00 - 2T,7,SãoLuiz/RS
302082,00:00 - 1T,45:00 - 2T,8,Aparecidense/GO
334793,00:00 - 1T,45:00 - 2T,8,SãoLuiz/RS
181845,00:00 - 1T,36:00 - 2T,9,Aparecidense/GO
162026,00:00 - 1T,45:00 - 2T,9,SãoLuiz/RS
500736,00:00 - 1T,08:00 - 2T,10,Aparecidense/GO
376076,00:00 - 1T,45:00 - 2T,10,SãoLuiz/RS
459068,00:00 - 1T,24:00 - 2T,11,Aparecidense/GO
528447,00:00 - 1T,45:00 - 2T,11,SãoLuiz/RS
377521,08:00 - 2T,45 - 2T,17,Aparecidense/GO
416340,08:00 - 2T,45 - 2T,19,Aparecidense/GO
322072,24:00 - 2T,45 - 2T,22,Aparecidense/GO
169302,36:00 - 2T,45 - 2T,18,Aparecidense/GO
181802,36:00 - 2T,45 - 2T,13,Aparecidense/GO
