CBF,In,Out,Nº,Clube
435881,00:00 - 1T,45:00 - 2T,1,Afogados/PE
313715,00:00 - 1T,45:00 - 2T,23,Salgueiro/PE
350702,00:00 - 1T,45:00 - 2T,2,Afogados/PE
151886,00:00 - 1T,45:00 - 2T,3,Salgueiro/PE
394439,00:00 - 1T,45:00 - 2T,3,Afogados/PE
293530,00:00 - 1T,45:00 - 2T,4,Salgueiro/PE
407485,00:00 - 1T,45:00 - 2T,4,Afogados/PE
329393,00:00 - 1T,45:00 - 2T,5,Salgueiro/PE
455012,00:00 - 1T,45:00 - 2T,5,Afogados/PE
336836,00:00 - 1T,45:00 - 2T,6,Salgueiro/PE
465734,00:00 - 1T,45:00 - 2T,6,Afogados/PE
340272,00:00 - 1T,45:00 - 2T,7,Salgueiro/PE
363681,00:00 - 1T,45:00 - 2T,7,Afogados/PE
365155,00:00 - 1T,45:00 - 2T,8,Salgueiro/PE
177785,00:00 - 1T,45:00 - 2T,8,Afogados/PE
187464,00:00 - 1T,45:00 - 2T,9,Salgueiro/PE
295958,00:00 - 1T,45:00 - 2T,9,Afogados/PE
335586,00:00 - 1T,45:00 - 2T,10,Salgueiro/PE
336492,00:00 - 1T,45:00 - 2T,10,Afogados/PE
457316,00:00 - 1T,45:00 - 2T,11,Salgueiro/PE
435404,00:00 - 1T,45:00 - 2T,11,Afogados/PE
466292,00:00 - 1T,45:00 - 2T,13,Salgueiro/PE
