CBF,In,Out,Nº,Clube
300993,00:00 - 1T,45:00 - 2T,1,Atlético/AC
310432,00:00 - 1T,45:00 - 2T,1,FastClube/AM
186917,00:00 - 1T,45:00 - 2T,2,Atlético/AC
414520,00:00 - 1T,45:00 - 2T,2,FastClube/AM
673083,00:00 - 1T,45:00 - 2T,3,Atlético/AC
184694,00:00 - 1T,45:00 - 2T,3,FastClube/AM
340929,00:00 - 1T,INT,5,Atlético/AC
563947,00:00 - 1T,45:00 - 2T,4,FastClube/AM
367653,00:00 - 1T,INT,6,Atlético/AC
291356,00:00 - 1T,45:00 - 2T,6,FastClube/AM
404917,00:00 - 1T,37:00 - 1T,7,Atlético/AC
343976,00:00 - 1T,45:00 - 2T,7,FastClube/AM
374198,00:00 - 1T,42:00 - 2T,8,Atlético/AC
350592,00:00 - 1T,45:00 - 2T,10,FastClube/AM
532115,00:00 - 1T,45:00 - 2T,9,Atlético/AC
556600,00:00 - 1T,45:00 - 2T,11,FastClube/AM
293946,00:00 - 1T,45:00 - 2T,10,Atlético/AC
565251,00:00 - 1T,45:00 - 2T,15,FastClube/AM
384569,00:00 - 1T,45:00 - 2T,11,Atlético/AC
692783,00:00 - 1T,45:00 - 2T,18,FastClube/AM
384709,00:00 - 1T,45:00 - 2T,13,Atlético/AC
300941,00:00 - 1T,45:00 - 2T,19,FastClube/AM
700288,INT,45 - 2T,15,Atlético/AC
591122,INT,45 - 2T,17,Atlético/AC
370496,37:00 - 1T,45 - 2T,21,Atlético/AC
680934,42:00 - 2T,45 - 2T,20,Atlético/AC
