Campeonato:,Campeonato Brasileiro - Série A/2021,Rodada: 33
Jogo:,Sport / PE X Bahia / BA,
Data:,18/11/2021 Horário: 21:00 Estádio:,Arena Pernambuco Governador Carlos Wilson Campos / São Lourenço da Mata
"",Arbitragem
Arbitro:,Flavio Rodrigues de Souza (FIFA / SP)
Arbitro Assistente 1:,Alex Ang Ribeiro (AB / SP)
Arbitro Assistente 2:,Miguel Cataneo Ribeiro da Costa (AB / SP)
Quarto Arbitro:,Michelangelo Martins de Almeida Junior (CD / PE)
Delegado Local:,Jorge Buregio de Lima Junior (CBF / )
Analista de Campo:,Sebastiao Rufino Ribeiro Filho (CBF / PE)
VAR:,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA / SP)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:50Atraso:,,Não Houve Entrada do mandante: 22:00,,Atraso:,Não Houve
Entrada do visitante:,20:50Atraso:,,Não Houve Entrada do visitante: 22:00,,Atraso:,Não Houve
Início 1o Tempo:,21:00Atraso:,,Não Houve Início do 2o Tempo: 22:03,,Atraso:,Não Houve
Término do 1o Tempo:,21:48Acréscimo:,,3 min Término do 2o Tempo: 22:52,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 1 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Sport / PE,,,,Bahia / BA,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo,T/R,P/A,CBF
1,Mailson,Mailson Tenorio dos  ...,T(g),P,460562 21 Danilo Fer ...,Danilo Fernandes Batista T(g),,P,165830
8,Hernanes,Anderson Hernanes de ...,T,P,173861 2 Nino Paraiba,Severino do Ramo Cle ...,T,P,183977
10,Gustavo Silva,Gustavo Silva de Oliveira,T,P,582687 3 Luiz Otavio,Luiz Otavio da Silva ...,T,P,335012
14,Welison,José Welison da Silva,T,P,313780 5 Conti,German Andres Conti,T,P,713866
15,R. Thyere,Rafael Thyere de Alb ...,T,P,313474 8 Daniel,Daniel Sampaio Simoes,T,P,308495
35,Sabino,Jose Sabino Chagas M ...,T,P,437531 9 Gilberto,Gilberto Oliveira So ...,T,P,185444
56,Sander,Sander Henrique Bort ...,T,P,346046 18 Rai,Rai Nascimento de Ol ...,T,P,385655
66,Ewerthon,Ewerthon Diogenes da ...,T,P,500506 19 Lucas,Lucas Andres Mugni,T,P,459744
77,Marcos,Marcos Antonio Almei ...,T,P,345210 29 J. Capixaba,Luis Antonio da Roch ...,T,P,402681
97,Everton Fe ...,Everton Felipe de Ol ...,T,P,381047 37 Maycon,Maycon Douglas Olive ...,T,P,319981
99,MIKAEL,Mikael Filipe Viana  ...,T,P,599514 45 Patrick de ...,Patrick de Lucca Cha ...,T,P,447205
92,Carlos,Carlos Eduardo Soare ...,R(g),P,309585 77 Mateus Claus,Mateus Eduardo Claus R(g),,P,350716
2,Hayner,Hayner Willian Monja ...,R,P,402405 4 Ligger,Ligger Moreira Malaquias,R,P,291797
5,Ronaldo,Ronaldo Henrique Fer ...,R,P,338491 10 Rodriguinho,Rodrigo Eduardo Cost ...,R,P,177885
9,Santiago,Santiago Trellez Vivero,R,P,293087 13 Gustavo He ...,Gustavo Henrique Santos,R,P,555571
18,Betinho,Roberto Pimenta Vina ...,R,P,321453 15 Indio,Juan Pablo Ramirez V ...,R,P,706844
44,Chico,Francisco Alves da S ...,R,P,518992 16 Ramon,Ramon Vinicius dos Santos,R,P,462686
46,Luciano,Luciano Batista da S ...,R,P,554138 23 Rodallega,Hugo Rodallega Martinez,R,P,724385
49,Cristiano  ...,Cristiano Robert do  ...,R,P,545248 35 Edson,Edson Fernando da Si ...,R,P,454737
59,Flavio,Flavio Eugenio Rodri ...,R,P,612415 42 Guedes,Renan Guedes Borges,R,P,337274
91,Pedro,Pedro Victor Martins ...,R,P,501375 43 Douglas Borel,Douglas do Espirito  ...,R,P,565047
94,Paulo,Paulo Roberto Moccelin,R,P,360467 50 Luizao,Luiz Gustavo Novaes  ...,R,P,356684
"",,,,,57 Ronaldo,Ronaldo Cezar Soares ...,R,P,584561
"",,Comissão Técnica,
"",Sport / PE,,Bahia / BA
Técnico:,Gustavo Atilano Florentin Morinigo,Técnico:,Augusto Sergio Ferreira
Assistente Técnico:,Hector Mario Nuñez,Assistente Técnico:,Alexandre Faganello
Médico:,Renato Oliveira De Albuquerque Lima,Médico:,Rafael Soares Da Cunha Garcia
Treinador De Goleiros:,Jorcey Anisio Garcia Santos,Treinador De Goleiros:,Rogerio Alves De Lima
Preparador Físico:,Jose Luis Nuñez Mendoza,Preparador Físico:,Valdir Nogueira De Oliveira Junior
Massagista:,Maviael Severino Dos Santos,Massagista:,Anderson Da Purificação Santos
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
21:00,2T,94,NR,Paulo Roberto Moccelin,,Sport/PE
"",,,,Cartões Amarelos
Tempo,1T/2T,No,Nome do Jogador,Equipe
03:00,2T,9,Gilberto Oliveira Souza Junior,Bahia/BA
"",,,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,
"",,,"adversário de forma temerária, na disputa da bola.",
"Ocorrências / ObservaçõesInformo que antes do início da partida foi respeitado 1 minuto de silêncio em memória às vítimas do covid-19.Motivo de atraso no início e/ou reinício, e de acréscimos:Não houve atrasos. acréscimos devido as substituições, atendimento aos atletas e retirada dos atletas supostamente lesionados do campo de jogo.Observações EventuaisNada houve de anormal.Relatório do AssistenteNada houve de anormal.SubstituiçõesTempo1T/2TEquipeEntrouSaiu+1:002TBahia/BA35 - Edson Fernando da Silva Gomes45 - Patrick de Lucca Chaves de O...45:00INTBahia/BA10 - Rodrigo Eduardo Costa Marinho8 - Daniel Sampaio Simoes45:00INTBahia/BA23 - Hugo Rodallega Martinez37 - Maycon Douglas Oliveira Silva16:002TSport/PE94 - Paulo Roberto Moccelin10 - Gustavo Silva de Oliveira22:002TBahia/BA57 - Ronaldo Cezar Soares dos San...9 - Gilberto Oliveira Souza Junior25:002TSport/PE44 - Francisco Alves da Silva Neto8 - Anderson Hernanes de Carvalh...34:002TBahia/BA15 - Juan Pablo Ramirez Velasquez18 - Rai Nascimento de Oliveira37:002TSport/PE9 - Santiago Trellez Vivero99 - Mikael Filipe Viana de Sousa37:002TSport/PE5 - Ronaldo Henrique Ferreira da...97 - Everton Felipe de Oliveira S..."
Ocorrências / Observações
Informo que antes do início da partida foi respeitado 1 minuto de silêncio em memória às vítimas do covid-19.
"Ocorrências / ObservaçõesInformo que antes do início da partida foi respeitado 1 minuto de silêncio em memória às vítimas do covid-19.Motivo de atraso no início e/ou reinício, e de acréscimos:Não houve atrasos. acréscimos devido as substituições, atendimento aos atletas e retirada dos atletas supostamente lesionados do campo de jogo.Observações EventuaisNada houve de anormal.Relatório do AssistenteNada houve de anormal.SubstituiçõesTempo1T/2TEquipeEntrouSaiu+1:002TBahia/BA35 - Edson Fernando da Silva Gomes45 - Patrick de Lucca Chaves de O...45:00INTBahia/BA10 - Rodrigo Eduardo Costa Marinho8 - Daniel Sampaio Simoes45:00INTBahia/BA23 - Hugo Rodallega Martinez37 - Maycon Douglas Oliveira Silva16:002TSport/PE94 - Paulo Roberto Moccelin10 - Gustavo Silva de Oliveira22:002TBahia/BA57 - Ronaldo Cezar Soares dos San...9 - Gilberto Oliveira Souza Junior25:002TSport/PE44 - Francisco Alves da Silva Neto8 - Anderson Hernanes de Carvalh...34:002TBahia/BA15 - Juan Pablo Ramirez Velasquez18 - Rai Nascimento de Oliveira37:002TSport/PE9 - Santiago Trellez Vivero99 - Mikael Filipe Viana de Sousa37:002TSport/PE5 - Ronaldo Henrique Ferreira da...97 - Everton Felipe de Oliveira S..."
Observações Eventuais
Nada houve de anormal.
"Ocorrências / ObservaçõesInformo que antes do início da partida foi respeitado 1 minuto de silêncio em memória às vítimas do covid-19.Motivo de atraso no início e/ou reinício, e de acréscimos:Não houve atrasos. acréscimos devido as substituições, atendimento aos atletas e retirada dos atletas supostamente lesionados do campo de jogo.Observações EventuaisNada houve de anormal.Relatório do AssistenteNada houve de anormal.SubstituiçõesTempo1T/2TEquipeEntrouSaiu+1:002TBahia/BA35 - Edson Fernando da Silva Gomes45 - Patrick de Lucca Chaves de O...45:00INTBahia/BA10 - Rodrigo Eduardo Costa Marinho8 - Daniel Sampaio Simoes45:00INTBahia/BA23 - Hugo Rodallega Martinez37 - Maycon Douglas Oliveira Silva16:002TSport/PE94 - Paulo Roberto Moccelin10 - Gustavo Silva de Oliveira22:002TBahia/BA57 - Ronaldo Cezar Soares dos San...9 - Gilberto Oliveira Souza Junior25:002TSport/PE44 - Francisco Alves da Silva Neto8 - Anderson Hernanes de Carvalh...34:002TBahia/BA15 - Juan Pablo Ramirez Velasquez18 - Rai Nascimento de Oliveira37:002TSport/PE9 - Santiago Trellez Vivero99 - Mikael Filipe Viana de Sousa37:002TSport/PE5 - Ronaldo Henrique Ferreira da...97 - Everton Felipe de Oliveira S...",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
+1:00,2T,Bahia/BA,35 - Edson Fernando da Silva Gomes,45 - Patrick de Lucca Chaves de O...
45:00,INT,Bahia/BA,10 - Rodrigo Eduardo Costa Marinho,8 - Daniel Sampaio Simoes
45:00,INT,Bahia/BA,23 - Hugo Rodallega Martinez,37 - Maycon Douglas Oliveira Silva
16:00,2T,Sport/PE,94 - Paulo Roberto Moccelin,10 - Gustavo Silva de Oliveira
22:00,2T,Bahia/BA,57 - Ronaldo Cezar Soares dos San...,9 - Gilberto Oliveira Souza Junior
25:00,2T,Sport/PE,44 - Francisco Alves da Silva Neto,8 - Anderson Hernanes de Carvalh...
