Campeonato:,Campeonato Brasileiro - Série A/2021,Rodada: 31
Jogo:,Sport / PE X America / MG,
Data:,10/11/2021 Horário: 21:30 Estádio:,Arena Pernambuco Governador Carlos Wilson Campos / São Lourenço da Mata
"",,Arbitragem
Arbitro:,Raphael Claus (FIFA / SP),
Arbitro Assistente 1:,Danilo Ricardo Simon Manis (FIFA / SP),
Arbitro Assistente 2:,Gustavo Rodrigues de Oliveira (AB / SP),
Quarto Arbitro:,José Woshington da Silva (AB / PE),
Delegado Local:,Jorge Buregio de Lima Junior (CBF / ),
Analista de Campo:,Ana Karina Marques Valentin (CBF / PE),
VAR:,Jose Claudio Rocha Filho (VAR-FIFA / SP),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:22Atraso:,,Não Houve Entrada do mandante: 22:30,,Atraso:,Não Houve
Entrada do visitante:,21:22Atraso:,,Não Houve Entrada do visitante: 22:30,,Atraso:,Não Houve
Início 1o Tempo:,21:30Atraso:,,Não Houve Início do 2o Tempo: 22:32,,Atraso:,Não Houve
Término do 1o Tempo:,22:17Acréscimo:,,2 min Término do 2o Tempo: 23:22,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 1,,,Resultado Final: 2 X 3,,,
"",,,,,Relação de Jogadores,,,,
"",,Sport / PE,,,America / MG,,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido Nome Completo T/R,,,P/A,CBF
1,Mailson,Mailson Tenorio dos  ...,T(g),P,460562 1 Matheus Matheus Fernando Cav ... T(g),,,P,168926
8,Hernanes,Anderson Hernanes de ...,T,P,173861 3 Eduardo Eduardo Gabriel dos  ... T,,,P,304071
10,Gustavo Silva,Gustavo Silva de Oliveira,T,P,582687 8 Juninho Adilson dos Anjos Ol ... T,,,P,337261
14,Welison,José Welison da Silva,T,P,313780 10 Ademir Ademir da Silva Sant ... T,,,P,438212
15,R. Thyere,Rafael Thyere de Alb ...,T,P,313474 11 Felipe Aze ... Felipe Azevedo dos Santos T,,,P,175557
35,Sabino,Jose Sabino Chagas M ...,T,P,437531 21 Lucas Lucas Kal Schenfeld  ... T,,,P,337242
56,Sander,Sander Henrique Bort ...,T,P,346046 29 Patric Patric Cabral Lalau T,,,P,178620
66,Ewerthon,Ewerthon Diogenes da ...,T,P,500506 30 Ale Alexandre Egea T,,,P,311988
77,Marcos,Marcos Antonio Almei ...,T,P,345210 45 Ricardo Silva Ricardo Cesar Dantas ... T,,,P,327667
94,Paulo,Paulo Roberto Moccelin,T,P,360467 66 Marlon Marlon Matheus Lopes ... T,,,P,316223
99,MIKAEL,Mikael Filipe Viana  ...,T,P,599514 99 Zarate Mauro Matias Zarate T,,,P,732949
92,Carlos,Carlos Eduardo Soare ...,R(g),P,309585 96 Joriwinnyson Joriwinnyson Santos  ... R(g),,,P,427979
5,Ronaldo,Ronaldo Henrique Fer ...,R,P,338491 2 Diego Diego Ferreira Matheus R,,,P,318082
9,Santiago,Santiago Trellez Vivero,R,P,293087 4 Anderson S ... Anderson de Jesus Santos R,,,P,366405
18,Betinho,Roberto Pimenta Vina ...,R,P,321453 5 Ze Ricardo Jose Ricardo Barbosa ... R,,,P,358808
33,Pedro Henr ...,Pedro Henrique Alves ...,R,P,532559 6 Alan Ruschel Alan Luciano Ruschel R,,,P,187597
44,Chico,Francisco Alves da S ...,R,P,518992 7 Lucas Ribamar Lucas Ribamar Lopes  ... R,,,P,413248
46,Luciano,Luciano Batista da S ...,R,P,554138 9 Rodolfo Rodolfo Jose da Silv ... R,,,P,423003
49,Cristiano  ...,Cristiano Robert do  ...,R,P,545248 16 Joao Paulo Joao Paulo Gomes da CostaR,,,P,155855
59,Flavio,Flavio Eugenio Rodri ...,R,P,612415 20 Leo Leonardo da Silva Passos R,,,P,336999
91,Pedro,Pedro Victor Martins ...,R,P,501375 55 Juninho Paulo Roberto Valour ... R,,,P,179395
97,Everton Fe ...,Everton Felipe de Ol ...,R,P,381047 90 Marcelo Mi ... Marcelo Aparecido Toscano R,,,P,169747
"",,Comissão Técnica,
"",Sport / PE,,America / MG
Técnico:,Gustavo Atilano Florentin Morinigo,Técnico:,Marcos Vinicius Santos Goncalves
Assistente Técnico:,Hector Mario Nuñez,Assistente Técnico:,Edison Luiz Ferreira Borges
Assistente Técnico:,Jose Luis Nuñez Mendoza,Médico:,Leandro Goursand Penna
Médico:,Marcelo Raul Cavalcanti Torres,Treinador De Goleiros:,Marcos Paulo Gontijo Soares
Treinador De Goleiros:,Jorcey Anisio Garcia Santos,Preparador Físico:,Leonardo Cupertino De Oliveira
Fisioterapeuta:,Marcio Leite De Melo Caldas,Massagista:,Silvio Junio Nunes Da Silva
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
17:00,1T,30,NR,Alexandre Egea,,America/MG
07:00,2T,10,NR,Ademir da Silva Santos Junior,,America/MG
20:00,2T,99,NR,Mikael Filipe Viana de Sousa,,Sport/PE
30:00,2T,14,FT,José Welison da Silva,,Sport/PE
37:00,2T,55,NR,Paulo Roberto Valoura Junior,,America/MG
"",,,,Cartões Amarelos
Tempo,1T/2T,No,Nome do Jogador,Equipe
18:00,1T,9,Santiago Trellez Vivero,Sport/PE
"",,,Motivo: A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por desaprovar com palavras as decisões da,
"",,,arbitragem.,
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso.acréscimos motivados por substituições, atendimento a jogadores lesionados e por checagem do var.houve um minuto de silêncio emhomenagem póstuma as vitimas da covid 19.Observações EventuaisNada houve de anormalRelatório do AssistenteNada houve de anormalSubstituiçõesTempo1T/2TEquipeEntrouSaiu12:002TSport/PE18 - Roberto Pimenta Vinagre Filho8 - Anderson Hernanes de Carvalh...12:002TSport/PE97 - Everton Felipe de Oliveira S...94 - Paulo Roberto Moccelin14:002TAmerica/MG5 - Jose Ricardo Barbosa Ribeiro...21 - Lucas Kal Schenfeld Prigioli14:002TAmerica/MG55 - Paulo Roberto Valoura Junior30 - Alexandre Egea24:002TAmerica/MG16 - Joao Paulo Gomes da Costa66 - Marlon Matheus Lopes do Nasc...24:002TAmerica/MG9 - Rodolfo Jose da Silva Bardella11 - Felipe Azevedo dos Santos34:002TAmerica/MG4 - Anderson de Jesus Santos45 - Ricardo Cesar Dantas da Silva40:002TSport/PE9 - Santiago Trellez Vivero66 - Ewerthon Diogenes da Silva"
Ocorrências / Observações
Nada houve de anormal
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso.acréscimos motivados por substituições, atendimento a jogadores lesionados e por checagem do var.houve um minuto de silêncio emhomenagem póstuma as vitimas da covid 19.Observações EventuaisNada houve de anormalRelatório do AssistenteNada houve de anormalSubstituiçõesTempo1T/2TEquipeEntrouSaiu12:002TSport/PE18 - Roberto Pimenta Vinagre Filho8 - Anderson Hernanes de Carvalh...12:002TSport/PE97 - Everton Felipe de Oliveira S...94 - Paulo Roberto Moccelin14:002TAmerica/MG5 - Jose Ricardo Barbosa Ribeiro...21 - Lucas Kal Schenfeld Prigioli14:002TAmerica/MG55 - Paulo Roberto Valoura Junior30 - Alexandre Egea24:002TAmerica/MG16 - Joao Paulo Gomes da Costa66 - Marlon Matheus Lopes do Nasc...24:002TAmerica/MG9 - Rodolfo Jose da Silva Bardella11 - Felipe Azevedo dos Santos34:002TAmerica/MG4 - Anderson de Jesus Santos45 - Ricardo Cesar Dantas da Silva40:002TSport/PE9 - Santiago Trellez Vivero66 - Ewerthon Diogenes da Silva"
Observações Eventuais
Nada houve de anormal
"Ocorrências / ObservaçõesNada houve de anormalMotivo de atraso no início e/ou reinício, e de acréscimos:Não houve atraso.acréscimos motivados por substituições, atendimento a jogadores lesionados e por checagem do var.houve um minuto de silêncio emhomenagem póstuma as vitimas da covid 19.Observações EventuaisNada houve de anormalRelatório do AssistenteNada houve de anormalSubstituiçõesTempo1T/2TEquipeEntrouSaiu12:002TSport/PE18 - Roberto Pimenta Vinagre Filho8 - Anderson Hernanes de Carvalh...12:002TSport/PE97 - Everton Felipe de Oliveira S...94 - Paulo Roberto Moccelin14:002TAmerica/MG5 - Jose Ricardo Barbosa Ribeiro...21 - Lucas Kal Schenfeld Prigioli14:002TAmerica/MG55 - Paulo Roberto Valoura Junior30 - Alexandre Egea24:002TAmerica/MG16 - Joao Paulo Gomes da Costa66 - Marlon Matheus Lopes do Nasc...24:002TAmerica/MG9 - Rodolfo Jose da Silva Bardella11 - Felipe Azevedo dos Santos34:002TAmerica/MG4 - Anderson de Jesus Santos45 - Ricardo Cesar Dantas da Silva40:002TSport/PE9 - Santiago Trellez Vivero66 - Ewerthon Diogenes da Silva",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
12:00,2T,Sport/PE,18 - Roberto Pimenta Vinagre Filho,8 - Anderson Hernanes de Carvalh...
12:00,2T,Sport/PE,97 - Everton Felipe de Oliveira S...,94 - Paulo Roberto Moccelin
14:00,2T,America/MG,5 - Jose Ricardo Barbosa Ribeiro...,21 - Lucas Kal Schenfeld Prigioli
14:00,2T,America/MG,55 - Paulo Roberto Valoura Junior,30 - Alexandre Egea
24:00,2T,America/MG,16 - Joao Paulo Gomes da Costa,66 - Marlon Matheus Lopes do Nasc...
24:00,2T,America/MG,9 - Rodolfo Jose da Silva Bardella,11 - Felipe Azevedo dos Santos
34:00,2T,America/MG,4 - Anderson de Jesus Santos,45 - Ricardo Cesar Dantas da Silva
40:00,2T,Sport/PE,9 - Santiago Trellez Vivero,66 - Ewerthon Diogenes da Silva
