CBF,In,Out,Nº,Clube
165212,00:00 - 1T,45:00 - 2T,1,Caxias/RS
137973,00:00 - 1T,45:00 - 2T,1,Avenida/RS
188557,00:00 - 1T,20:00 - 2T,2,Caxias/RS
167671,00:00 - 1T,45:00 - 2T,3,Avenida/RS
184094,00:00 - 1T,45:00 - 2T,4,Caxias/RS
308008,00:00 - 1T,45:00 - 2T,4,Avenida/RS
344955,00:00 - 1T,45:00 - 2T,5,Caxias/RS
327686,00:00 - 1T,45:00 - 2T,6,Avenida/RS
176196,00:00 - 1T,45:00 - 2T,6,Caxias/RS
292320,00:00 - 1T,45:00 - 2T,8,Avenida/RS
340535,00:00 - 1T,45:00 - 2T,7,Caxias/RS
304373,00:00 - 1T,31:00 - 2T,9,Avenida/RS
313001,00:00 - 1T,45:00 - 2T,8,Caxias/RS
173004,00:00 - 1T,17:00 - 2T,10,Avenida/RS
293136,00:00 - 1T,INT,9,Caxias/RS
362991,00:00 - 1T,45:00 - 2T,11,Avenida/RS
341926,00:00 - 1T,45:00 - 2T,10,Caxias/RS
421551,00:00 - 1T,40:00 - 2T,17,Avenida/RS
388330,00:00 - 1T,45:00 - 2T,11,Caxias/RS
167036,00:00 - 1T,45:00 - 2T,37,Avenida/RS
361960,00:00 - 1T,30:00 - 2T,14,Caxias/RS
306468,00:00 - 1T,45:00 - 2T,91,Avenida/RS
332261,INT,45:00 - 2T,19,Caxias/RS
190337,17:00 - 2T,45:00 - 2T,44,Avenida/RS
173835,20:00 - 2T,45:00 - 2T,18,Caxias/RS
295789,30:00 - 2T,45:00 - 2T,21,Caxias/RS
388296,31:00 - 2T,45:00 - 2T,26,Avenida/RS
187183,40:00 - 2T,45:00 - 2T,77,Avenida/RS
