CBF,In,Out,Nº,Clube
175246,00:00 - 1T,45:00 - 2T,1,SantaCruz/RN
162211,00:00 - 1T,45:00 - 2T,1,River/PI
158858,00:00 - 1T,45:00 - 2T,2,SantaCruz/RN
341159,00:00 - 1T,45:00 - 2T,2,River/PI
365981,00:00 - 1T,45:00 - 2T,3,SantaCruz/RN
169173,00:00 - 1T,45:00 - 2T,3,River/PI
341047,00:00 - 1T,45:00 - 2T,4,SantaCruz/RN
172203,00:00 - 1T,45:00 - 2T,4,River/PI
342229,00:00 - 1T,45:00 - 2T,5,SantaCruz/RN
341672,00:00 - 1T,45:00 - 2T,5,River/PI
307574,00:00 - 1T,45:00 - 2T,6,SantaCruz/RN
340938,00:00 - 1T,45:00 - 2T,6,River/PI
443409,00:00 - 1T,45:00 - 2T,7,SantaCruz/RN
324092,00:00 - 1T,45:00 - 2T,7,River/PI
381044,00:00 - 1T,45:00 - 2T,8,SantaCruz/RN
425299,00:00 - 1T,45:00 - 2T,8,River/PI
335364,00:00 - 1T,45:00 - 2T,9,SantaCruz/RN
442425,00:00 - 1T,45:00 - 2T,9,River/PI
367976,00:00 - 1T,45:00 - 2T,10,SantaCruz/RN
184256,00:00 - 1T,45:00 - 2T,10,River/PI
539635,00:00 - 1T,45:00 - 2T,11,SantaCruz/RN
363578,00:00 - 1T,45:00 - 2T,11,River/PI
