CBF,Time,Type,Game
148237,39:00 - 1T,NR,001
153849,41:00 - 1T,NR,003
172162,36:00 - 1T,NR,004
398368,10:00 - 2T,NR,005
129927,14:00 - 1T,NR,008
178169,29:00 - 1T,NR,009
187589,05:00 - 1T,NR,010
393916,34:00 - 2T,NR,011
360603,15:00 - 1T,NR,013
302195,28:00 - 2T,NR,017
155009,04:00 - 2T,NR,018
152739,15:00 - 1T,NR,019
413857,25:00 - 1T,PN,022
320300,+1 - 1T,NR,022
186245,40:00 - 2T,CT,023
312173,17:00 - 1T,NR,024
136744,19:00 - 2T,NR,026
333455,14:00 - 2T,NR,028
171747,13:00 - 1T,NR,029
342935,02:00 - 1T,NR,030
307539,30:00 - 2T,NR,031
185548,07:00 - 1T,NR,033
507065,31:00 - 1T,NR,034
176343,39:00 - 1T,NR,035
299373,12:00 - 2T,NR,037
167924,01:00 - 1T,NR,038
380627,08:00 - 1T,NR,039
172140,39:00 - 1T,NR,040
185253,+4 - 2T,NR,040
304444,16:00 - 1T,NR,042
170016,18:00 - 2T,NR,045
307827,21:00 - 2T,NR,050
413857,16:00 - 2T,PN,053
187266,25:00 - 1T,NR,054
294985,05:00 - 2T,NR,060
171747,09:00 - 1T,NR,061
341889,42:00 - 1T,NR,063
182847,+3 - 2T,NR,066
359355,36:00 - 2T,NR,068
175828,01:00 - 2T,NR,069
184503,27:00 - 1T,CT,071
306066,04:00 - 1T,NR,074
189306,34:00 - 2T,NR,075
189306,+2 - 2T,NR,075
156185,13:00 - 1T,NR,076
297335,22:00 - 1T,NR,078
166155,39:00 - 1T,PN,080
324044,05:00 - 1T,NR,081
182738,23:00 - 1T,NR,082
153547,07:00 - 1T,NR,083
177822,27:00 - 1T,NR,084
187266,18:00 - 1T,NR,086
368089,38:00 - 1T,NR,087
185253,24:00 - 1T,PN,088
186326,30:00 - 1T,NR,089
446959,35:00 - 1T,NR,092
154780,11:00 - 2T,NR,093
182799,07:00 - 1T,NR,094
361960,07:00 - 1T,NR,095
156049,09:00 - 1T,PN,097
442906,16:00 - 1T,NR,098
153547,44:00 - 1T,PN,100
129927,45:00 - 1T,NR,103
359147,14:00 - 2T,NR,104
175167,+4 - 2T,NR,104
347102,18:00 - 2T,NR,105
165698,02:00 - 1T,NR,106
165197,35:00 - 1T,NR,107
189306,13:00 - 1T,NR,108
166180,+1 - 2T,NR,109
188003,29:00 - 1T,NR,110
341889,11:00 - 2T,NR,111
348429,07:00 - 1T,NR,112
152199,31:00 - 2T,NR,113
338611,13:00 - 1T,NR,115
162395,35:00 - 1T,PN,116
188529,27:00 - 1T,NR,118
359147,05:00 - 1T,NR,119
129927,41:00 - 1T,NR,120
178140,34:00 - 1T,NR,121
347102,05:00 - 2T,FT,122
187183,06:00 - 1T,NR,123
305892,01:00 - 1T,NR,124
409319,32:00 - 2T,NR,128
331441,32:00 - 2T,NR,129
346815,19:00 - 1T,NR,131
177456,04:00 - 1T,NR,132
325470,06:00 - 1T,NR,133
302537,23:00 - 1T,NR,135
129927,42:00 - 1T,PN,136
172531,25:00 - 1T,NR,141
307827,09:00 - 1T,NR,145
428950,14:00 - 1T,NR,146
172162,01:00 - 1T,NR,147
177456,+1 - 2T,NR,147
178937,26:00 - 2T,NR,148
168544,26:00 - 2T,NR,149
336492,36:00 - 1T,NR,151
314533,25:00 - 1T,NR,152
329086,07:00 - 1T,NR,153
184256,18:00 - 2T,NR,154
337066,20:00 - 1T,NR,155
314059,22:00 - 1T,PN,157
166155,30:00 - 1T,NR,159
384435,03:00 - 1T,NR,164
161878,36:00 - 1T,NR,165
182799,28:00 - 1T,NR,166
187441,05:00 - 2T,NR,167
163378,43:00 - 1T,NR,168
333455,+1 - 1T,NR,169
294014,20:00 - 1T,NR,170
325470,21:00 - 2T,NR,172
295017,14:00 - 1T,NR,173
170016,32:00 - 1T,NR,174
341926,+1 - 1T,NR,174
172162,21:00 - 2T,NR,175
298995,40:00 - 1T,CT,177
147306,21:00 - 1T,NR,179
143037,10:00 - 2T,NR,180
332779,21:00 - 1T,NR,183
339544,27:00 - 1T,NR,184
138279,36:00 - 1T,NR,185
384435,40:00 - 2T,NR,186
305892,12:00 - 2T,NR,189
