CBF,In,Out,Nº,Clube
345033,00:00 - 1T,45:00 - 2T,1,Ypiranga/RS
172299,00:00 - 1T,45:00 - 2T,1,Boa/MG
188557,00:00 - 1T,45:00 - 2T,2,Ypiranga/RS
385126,00:00 - 1T,INT,2,Boa/MG
348248,00:00 - 1T,18:00 - 2T,3,Ypiranga/RS
174541,00:00 - 1T,45:00 - 2T,3,Boa/MG
347212,00:00 - 1T,45:00 - 2T,4,Ypiranga/RS
300744,00:00 - 1T,45:00 - 2T,4,Boa/MG
294486,00:00 - 1T,45:00 - 2T,5,Ypiranga/RS
412412,00:00 - 1T,24:00 - 2T,5,Boa/MG
174220,00:00 - 1T,43:00 - 2T,6,Ypiranga/RS
178285,00:00 - 1T,INT,6,Boa/MG
371231,00:00 - 1T,29:00 - 2T,7,Ypiranga/RS
518717,00:00 - 1T,14:00 - 2T,7,Boa/MG
292965,00:00 - 1T,45:00 - 2T,8,Ypiranga/RS
329430,00:00 - 1T,45:00 - 2T,8,Boa/MG
383352,00:00 - 1T,45:00 - 2T,9,Ypiranga/RS
166180,00:00 - 1T,45:00 - 2T,9,Boa/MG
167128,00:00 - 1T,29:00 - 2T,10,Ypiranga/RS
429437,00:00 - 1T,24:00 - 2T,10,Boa/MG
421785,00:00 - 1T,43:00 - 2T,11,Ypiranga/RS
453528,00:00 - 1T,45:00 - 2T,11,Boa/MG
418477,INT,45:00 - 2T,15,Boa/MG
308973,INT,45:00 - 2T,20,Boa/MG
511781,14:00 - 2T,45:00 - 2T,22,Boa/MG
372414,18:00 - 2T,45:00 - 2T,15,Ypiranga/RS
511046,24:00 - 2T,45:00 - 2T,18,Boa/MG
356403,24:00 - 2T,45:00 - 2T,17,Boa/MG
338498,29:00 - 2T,45:00 - 2T,21,Ypiranga/RS
302020,29:00 - 2T,45:00 - 2T,17,Ypiranga/RS
296643,43:00 - 2T,45:00 - 2T,13,Ypiranga/RS
296193,43:00 - 2T,45:00 - 2T,18,Ypiranga/RS
