CBF,In,Out,Nº,Clube
172299,00:00 - 1T,45:00 - 2T,1,Manaus/AM
177953,00:00 - 1T,45:00 - 2T,1,Floresta/CE
178353,00:00 - 1T,45:00 - 2T,3,Manaus/AM
295880,00:00 - 1T,45:00 - 2T,2,Floresta/CE
401846,00:00 - 1T,45:00 - 2T,4,Manaus/AM
185649,00:00 - 1T,45:00 - 2T,3,Floresta/CE
178005,00:00 - 1T,45:00 - 2T,7,Manaus/AM
298916,00:00 - 1T,45:00 - 2T,4,Floresta/CE
295795,00:00 - 1T,45:00 - 2T,22,Manaus/AM
177085,00:00 - 1T,45:00 - 2T,5,Floresta/CE
296884,00:00 - 1T,40:00 - 2T,26,Manaus/AM
307111,00:00 - 1T,45:00 - 2T,6,Floresta/CE
182403,00:00 - 1T,INT,29,Manaus/AM
401831,00:00 - 1T,45:00 - 2T,7,Floresta/CE
320956,00:00 - 1T,45:00 - 2T,30,Manaus/AM
172261,00:00 - 1T,25:00 - 2T,8,Floresta/CE
306024,00:00 - 1T,25:00 - 2T,36,Manaus/AM
304373,00:00 - 1T,25:00 - 2T,9,Floresta/CE
178352,00:00 - 1T,40:00 - 2T,80,Manaus/AM
308668,00:00 - 1T,INT,10,Floresta/CE
174353,00:00 - 1T,28:00 - 2T,88,Manaus/AM
341396,00:00 - 1T,15:00 - 2T,11,Floresta/CE
174220,INT,45:00 - 2T,6,Manaus/AM
532888,INT,45:00 - 2T,17,Floresta/CE
313855,15:00 - 2T,45:00 - 2T,30,Floresta/CE
375562,25:00 - 2T,45:00 - 2T,19,Floresta/CE
543301,25:00 - 2T,45:00 - 2T,11,Manaus/AM
187325,25:00 - 2T,45:00 - 2T,14,Floresta/CE
343917,28:00 - 2T,45:00 - 2T,99,Manaus/AM
296117,40:00 - 2T,45:00 - 2T,17,Manaus/AM
152877,40:00 - 2T,45:00 - 2T,10,Manaus/AM
