CBF,In,Out,Nº,Clube
143611,00:00 - 1T,45:00 - 2T,1,Caxias/RS
296977,00:00 - 1T,45:00 - 2T,1,Aimoré/RS
411414,00:00 - 1T,45:00 - 2T,2,Caxias/RS
355297,00:00 - 1T,45:00 - 2T,2,Aimoré/RS
392288,00:00 - 1T,45:00 - 2T,3,Caxias/RS
389264,00:00 - 1T,45:00 - 2T,3,Aimoré/RS
184094,00:00 - 1T,45:00 - 2T,4,Caxias/RS
438704,00:00 - 1T,45:00 - 2T,4,Aimoré/RS
331982,00:00 - 1T,38:00 - 2T,5,Caxias/RS
188165,00:00 - 1T,45:00 - 2T,5,Aimoré/RS
446816,00:00 - 1T,45:00 - 2T,6,Caxias/RS
380843,00:00 - 1T,45:00 - 2T,6,Aimoré/RS
389660,00:00 - 1T,45:00 - 2T,7,Caxias/RS
343701,00:00 - 1T,INT,7,Aimoré/RS
184502,00:00 - 1T,45:00 - 2T,8,Caxias/RS
164348,00:00 - 1T,09:00 - 2T,8,Aimoré/RS
293136,00:00 - 1T,45:00 - 2T,9,Caxias/RS
160251,00:00 - 1T,21:00 - 2T,9,Aimoré/RS
160174,00:00 - 1T,16:00 - 2T,10,Caxias/RS
447095,00:00 - 1T,45:00 - 2T,10,Aimoré/RS
409168,00:00 - 1T,45:00 - 2T,11,Caxias/RS
318773,00:00 - 1T,45:00 - 2T,11,Aimoré/RS
425718,INT,45:00 - 2T,17,Aimoré/RS
607687,09:00 - 2T,45:00 - 2T,18,Aimoré/RS
421457,16:00 - 2T,45:00 - 2T,16,Caxias/RS
188941,21:00 - 2T,45:00 - 2T,21,Aimoré/RS
177362,38:00 - 2T,45:00 - 2T,17,Caxias/RS
