CBF,In,Out,Nº,Clube
147481,00:00 - 1T,45:00 - 2T,1,Sousa/PB
393147,00:00 - 1T,45:00 - 2T,1,Central/PE
588798,00:00 - 1T,45:00 - 2T,2,Sousa/PB
385972,00:00 - 1T,45:00 - 2T,2,Central/PE
530149,00:00 - 1T,45:00 - 2T,4,Sousa/PB
364346,00:00 - 1T,45:00 - 2T,3,Central/PE
183715,00:00 - 1T,45:00 - 2T,5,Sousa/PB
360491,00:00 - 1T,45:00 - 2T,4,Central/PE
534051,00:00 - 1T,45:00 - 2T,6,Sousa/PB
175130,00:00 - 1T,45:00 - 2T,5,Central/PE
369698,00:00 - 1T,45:00 - 2T,7,Sousa/PB
364220,00:00 - 1T,45:00 - 2T,6,Central/PE
389211,00:00 - 1T,39:00 - 2T,8,Sousa/PB
415602,00:00 - 1T,+1:00 - 1T,7,Central/PE
582000,00:00 - 1T,23:00 - 2T,9,Sousa/PB
414028,00:00 - 1T,45:00 - 2T,8,Central/PE
340272,00:00 - 1T,45:00 - 2T,10,Sousa/PB
463146,00:00 - 1T,23:00 - 2T,9,Central/PE
463027,00:00 - 1T,45:00 - 2T,11,Sousa/PB
382379,00:00 - 1T,36:00 - 2T,10,Central/PE
340258,00:00 - 1T,23:00 - 2T,21,Sousa/PB
605547,00:00 - 1T,23:00 - 2T,11,Central/PE
436026,+1:00 - 1T,45:00 - 2T,14,Central/PE
176902,23:00 - 2T,45:00 - 2T,18,Central/PE
361327,23:00 - 2T,45:00 - 2T,18,Sousa/PB
648677,23:00 - 2T,45:00 - 2T,16,Central/PE
308268,23:00 - 2T,45:00 - 2T,16,Sousa/PB
500492,36:00 - 2T,45:00 - 2T,13,Central/PE
712953,39:00 - 2T,45:00 - 2T,17,Sousa/PB
