CBF,In,Out,Nº,Clube
141092,00:00 - 1T,45:00 - 2T,1,União/MT
163510,00:00 - 1T,45:00 - 2T,1,Aparecidense/GO
182381,00:00 - 1T,45:00 - 2T,3,União/MT
298127,00:00 - 1T,45:00 - 2T,2,Aparecidense/GO
359516,00:00 - 1T,45:00 - 2T,5,União/MT
438977,00:00 - 1T,45:00 - 2T,3,Aparecidense/GO
374003,00:00 - 1T,17:00 - 2T,6,União/MT
306551,00:00 - 1T,15:00 - 2T,4,Aparecidense/GO
370001,00:00 - 1T,37:00 - 2T,7,União/MT
397602,00:00 - 1T,45:00 - 2T,5,Aparecidense/GO
537118,00:00 - 1T,26:00 - 2T,8,União/MT
303172,00:00 - 1T,32:00 - 2T,6,Aparecidense/GO
521510,00:00 - 1T,26:00 - 2T,10,União/MT
520566,00:00 - 1T,45:00 - 2T,7,Aparecidense/GO
424399,00:00 - 1T,45:00 - 2T,11,União/MT
333974,00:00 - 1T,20:00 - 2T,8,Aparecidense/GO
351860,00:00 - 1T,INT,14,União/MT
366997,00:00 - 1T,32:00 - 2T,9,Aparecidense/GO
393701,00:00 - 1T,45:00 - 2T,17,União/MT
304433,00:00 - 1T,45:00 - 2T,10,Aparecidense/GO
591781,00:00 - 1T,45:00 - 2T,23,União/MT
518895,00:00 - 1T,32:00 - 2T,11,Aparecidense/GO
551655,INT,45:00 - 2T,9,União/MT
523789,15:00 - 2T,45:00 - 2T,13,Aparecidense/GO
430380,17:00 - 2T,45:00 - 2T,18,União/MT
302082,20:00 - 2T,45:00 - 2T,18,Aparecidense/GO
376761,26:00 - 2T,45:00 - 2T,16,União/MT
581490,26:00 - 2T,45:00 - 2T,2,União/MT
439029,32:00 - 2T,45:00 - 2T,20,Aparecidense/GO
393898,32:00 - 2T,45:00 - 2T,19,Aparecidense/GO
458006,32:00 - 2T,45:00 - 2T,16,Aparecidense/GO
306420,37:00 - 2T,45:00 - 2T,19,União/MT
