CBF,In,Out,Nº,Clube
188473,00:00 - 1T,45:00 - 2T,12,Atlético/GO
174755,00:00 - 1T,45:00 - 2T,1,Boa/MG
351540,00:00 - 1T,30:00 - 1T,2,Atlético/GO
348138,00:00 - 1T,45:00 - 2T,2,Boa/MG
154599,00:00 - 1T,45:00 - 2T,3,Atlético/GO
156403,00:00 - 1T,45:00 - 2T,3,Boa/MG
163660,00:00 - 1T,45:00 - 2T,4,Atlético/GO
182629,00:00 - 1T,45:00 - 2T,4,Boa/MG
160061,00:00 - 1T,45:00 - 2T,5,Atlético/GO
173391,00:00 - 1T,+2:00 - 2T,5,Boa/MG
326861,00:00 - 1T,45:00 - 2T,6,Atlético/GO
138518,00:00 - 1T,45:00 - 2T,6,Boa/MG
178002,00:00 - 1T,INT,7,Atlético/GO
325913,00:00 - 1T,45:00 - 2T,7,Boa/MG
149679,00:00 - 1T,45:00 - 2T,8,Atlético/GO
309584,00:00 - 1T,45:00 - 2T,8,Boa/MG
346629,00:00 - 1T,45:00 - 2T,9,Atlético/GO
308608,00:00 - 1T,45:00 - 2T,9,Boa/MG
330015,00:00 - 1T,31:00 - 2T,10,Atlético/GO
164221,00:00 - 1T,25:00 - 2T,10,Boa/MG
182385,00:00 - 1T,45:00 - 2T,11,Atlético/GO
295276,00:00 - 1T,32:00 - 2T,11,Boa/MG
294996,+2:00 - 2T,45 - 2T,18,Boa/MG
301369,INT,45 - 2T,21,Atlético/GO
298432,30:00 - 1T,45 - 2T,15,Atlético/GO
311507,25:00 - 2T,45 - 2T,21,Boa/MG
177071,31:00 - 2T,45 - 2T,19,Atlético/GO
305892,32:00 - 2T,45 - 2T,20,Boa/MG
