CBF,In,Out,Nº,Clube
315254,00:00 - 1T,45:00 - 2T,92,Bragantino/PA
302081,00:00 - 1T,45:00 - 2T,1,Independente/PA
304173,00:00 - 1T,45:00 - 2T,2,Bragantino/PA
184281,00:00 - 1T,45:00 - 2T,3,Independente/PA
299811,00:00 - 1T,45:00 - 2T,3,Bragantino/PA
144042,00:00 - 1T,45:00 - 2T,4,Independente/PA
392068,00:00 - 1T,45:00 - 2T,4,Bragantino/PA
525973,00:00 - 1T,45:00 - 2T,5,Independente/PA
178569,00:00 - 1T,45:00 - 2T,5,Bragantino/PA
537982,00:00 - 1T,04:00 - 2T,6,Independente/PA
157314,00:00 - 1T,23:00 - 2T,6,Bragantino/PA
430434,00:00 - 1T,45:00 - 2T,7,Independente/PA
415104,00:00 - 1T,41:00 - 2T,7,Bragantino/PA
353820,00:00 - 1T,11:00 - 1T,8,Independente/PA
442906,00:00 - 1T,45:00 - 2T,8,Bragantino/PA
658643,00:00 - 1T,45:00 - 2T,10,Independente/PA
334012,00:00 - 1T,23:00 - 2T,9,Bragantino/PA
459425,00:00 - 1T,45:00 - 2T,11,Independente/PA
615386,00:00 - 1T,12:00 - 2T,10,Bragantino/PA
605645,00:00 - 1T,45:00 - 2T,13,Independente/PA
295752,00:00 - 1T,23:00 - 2T,11,Bragantino/PA
175546,00:00 - 1T,18:00 - 2T,16,Independente/PA
643993,11:00 - 1T,45:00 - 2T,20,Independente/PA
297405,04:00 - 2T,45:00 - 2T,15,Independente/PA
517492,12:00 - 2T,45:00 - 2T,16,Bragantino/PA
591208,18:00 - 2T,45:00 - 2T,17,Independente/PA
458878,23:00 - 2T,45:00 - 2T,20,Bragantino/PA
403182,23:00 - 2T,45:00 - 2T,19,Bragantino/PA
416162,23:00 - 2T,45:00 - 2T,15,Bragantino/PA
291387,41:00 - 2T,45:00 - 2T,21,Bragantino/PA
