CBF,Time,Type,Game
442443,25:00 - 1T,NR,001
356563,15:00 - 2T,NR,001
304171,25:00 - 1T,NR,002
171968,36:00 - 2T,NR,002
302226,05:00 - 1T,NR,003
138279,23:00 - 1T,NR,003
384004,39:00 - 2T,NR,003
336063,+5 - 2T,NR,003
337491,38:00 - 1T,NR,005
185401,+4 - 2T,NR,005
401299,17:00 - 2T,NR,007
443810,33:00 - 1T,NR,008
383537,38:00 - 2T,NR,008
303018,17:00 - 2T,NR,009
359865,13:00 - 2T,NR,010
372614,38:00 - 2T,CT,010
328098,43:00 - 2T,PN,010
305720,32:00 - 1T,NR,011
313851,14:00 - 2T,NR,011
185520,02:00 - 1T,NR,012
187325,35:00 - 1T,PN,012
338920,17:00 - 1T,NR,013
622068,39:00 - 1T,NR,013
372006,10:00 - 2T,FT,013
355600,18:00 - 2T,NR,013
372006,20:00 - 2T,NR,013
317000,30:00 - 2T,NR,013
137976,18:00 - 1T,NR,015
175901,44:00 - 1T,NR,015
340812,09:00 - 2T,NR,015
508977,05:00 - 1T,NR,016
524563,+2 - 1T,NR,016
179934,04:00 - 2T,NR,017
328098,38:00 - 1T,PN,018
349881,39:00 - 2T,NR,018
371657,16:00 - 1T,NR,019
304285,33:00 - 1T,NR,019
347321,19:00 - 2T,NR,020
177093,41:00 - 2T,NR,020
184656,40:00 - 1T,NR,021
454786,43:00 - 1T,NR,022
357300,05:00 - 2T,NR,022
167804,28:00 - 2T,NR,022
348457,37:00 - 2T,NR,022
340812,14:00 - 2T,NR,023
170477,06:00 - 1T,PN,024
303030,17:00 - 1T,NR,024
369194,13:00 - 2T,NR,026
171945,39:00 - 2T,FT,027
295231,03:00 - 1T,NR,029
295231,07:00 - 1T,NR,029
328098,17:00 - 1T,NR,030
320081,38:00 - 1T,NR,030
305776,30:00 - 2T,NR,031
293090,42:00 - 2T,NR,031
409168,+3 - 2T,NR,031
171339,05:00 - 1T,NR,033
337491,09:00 - 1T,PN,033
169800,16:00 - 1T,NR,033
337491,+1 - 1T,NR,033
173742,32:00 - 2T,NR,033
185520,37:00 - 2T,NR,033
293655,19:00 - 1T,NR,034
298941,36:00 - 2T,NR,035
340932,12:00 - 1T,FT,036
162692,32:00 - 1T,NR,036
401735,33:00 - 2T,NR,036
350223,43:00 - 2T,NR,036
293695,02:00 - 2T,NR,038
503415,04:00 - 2T,NR,038
522895,22:00 - 1T,NR,039
360598,07:00 - 2T,NR,039
138279,25:00 - 1T,NR,041
318433,13:00 - 2T,NR,041
171958,37:00 - 2T,NR,041
462916,44:00 - 2T,FT,041
185401,29:00 - 1T,NR,042
298941,43:00 - 1T,NR,042
337491,32:00 - 2T,PN,042
391600,39:00 - 2T,NR,042
459450,27:00 - 2T,NR,043
170477,31:00 - 2T,PN,043
169800,+2 - 2T,NR,043
303030,39:00 - 1T,NR,044
303030,12:00 - 2T,PN,044
172165,+4 - 2T,NR,044
410340,15:00 - 2T,NR,045
380020,22:00 - 2T,NR,045
305899,11:00 - 1T,NR,046
187979,+7 - 2T,PN,046
403127,17:00 - 1T,NR,047
322716,27:00 - 1T,NR,047
315402,30:00 - 2T,NR,048
326861,35:00 - 2T,CT,048
354104,19:00 - 2T,NR,049
162692,31:00 - 2T,NR,050
389378,37:00 - 2T,NR,050
305776,03:00 - 1T,NR,051
298941,21:00 - 1T,PN,051
298941,25:00 - 1T,PN,051
326257,28:00 - 1T,FT,051
298941,35:00 - 1T,NR,051
320929,04:00 - 2T,FT,051
430039,23:00 - 1T,NR,052
621119,15:00 - 1T,NR,053
174220,33:00 - 1T,FT,053
462916,23:00 - 2T,NR,053
462916,43:00 - 2T,NR,053
118442,02:00 - 1T,FT,054
348457,+1 - 1T,NR,054
118442,05:00 - 2T,PN,054
177015,06:00 - 2T,NR,055
319134,15:00 - 2T,NR,055
366405,22:00 - 2T,NR,055
320318,21:00 - 1T,NR,056
315402,42:00 - 2T,NR,056
191680,27:00 - 1T,NR,057
303589,24:00 - 2T,NR,057
415027,34:00 - 1T,NR,058
337806,45:00 - 1T,FT,058
305404,34:00 - 2T,NR,058
415027,42:00 - 2T,NR,058
360598,14:00 - 1T,NR,059
389378,20:00 - 1T,NR,059
360598,33:00 - 2T,NR,059
187979,02:00 - 1T,NR,060
306691,39:00 - 2T,CT,060
372414,+4 - 2T,NR,060
454786,07:00 - 1T,NR,061
459450,19:00 - 1T,NR,061
317000,+2 - 1T,NR,061
394866,12:00 - 2T,NR,061
459450,37:00 - 2T,PN,061
372006,27:00 - 1T,PN,062
621119,07:00 - 2T,NR,062
527047,04:00 - 1T,NR,063
170477,30:00 - 1T,NR,063
308083,32:00 - 2T,NR,063
170477,42:00 - 2T,NR,063
172404,04:00 - 1T,NR,064
330413,15:00 - 1T,NR,064
330413,32:00 - 1T,FT,064
462916,38:00 - 2T,NR,064
138279,01:00 - 1T,NR,065
340812,+1 - 1T,NR,065
340812,01:00 - 2T,NR,065
401846,27:00 - 2T,NR,065
138279,39:00 - 2T,NR,065
295255,29:00 - 1T,NR,066
303018,37:00 - 1T,NR,066
403127,33:00 - 1T,NR,067
184109,40:00 - 2T,NR,067
322716,44:00 - 2T,NR,067
302774,23:00 - 2T,NR,068
162692,06:00 - 1T,NR,070
432101,22:00 - 2T,NR,070
378682,31:00 - 1T,NR,071
430039,08:00 - 2T,NR,071
462916,27:00 - 2T,NR,071
378682,33:00 - 2T,FT,071
170477,40:00 - 2T,NR,071
170477,+3 - 2T,NR,071
184656,12:00 - 1T,NR,072
621119,11:00 - 1T,NR,073
140899,36:00 - 2T,NR,073
183914,40:00 - 2T,NR,073
368089,16:00 - 1T,NR,074
319777,22:00 - 1T,CT,074
174930,39:00 - 1T,NR,074
320016,31:00 - 2T,CT,074
298941,25:00 - 1T,NR,075
394866,44:00 - 2T,PN,075
160706,+2 - 2T,NR,075
354104,17:00 - 1T,NR,076
393315,30:00 - 2T,NR,076
382722,35:00 - 2T,NR,076
170427,07:00 - 2T,NR,079
348432,27:00 - 2T,NR,080
459450,07:00 - 1T,NR,081
415739,25:00 - 1T,CT,081
394866,22:00 - 1T,PN,082
326491,05:00 - 2T,NR,082
394866,20:00 - 2T,NR,082
170477,19:00 - 2T,NR,083
298916,15:00 - 1T,NR,084
404367,37:00 - 1T,FT,084
177456,07:00 - 2T,NR,084
303030,27:00 - 2T,NR,084
138279,30:00 - 2T,PN,084
303030,36:00 - 2T,PN,084
318095,23:00 - 2T,NR,085
448286,03:00 - 1T,NR,086
314464,33:00 - 1T,NR,086
178966,35:00 - 1T,NR,086
448286,13:00 - 2T,NR,086
183385,29:00 - 2T,NR,087
518632,29:00 - 1T,NR,088
307032,31:00 - 1T,NR,088
354104,08:00 - 2T,NR,088
354104,28:00 - 2T,PN,088
171945,15:00 - 1T,FT,089
372414,43:00 - 1T,PN,089
390704,29:00 - 2T,NR,089
303209,32:00 - 2T,NR,089
565236,37:00 - 2T,NR,089
347321,31:00 - 1T,NR,090
184109,43:00 - 1T,NR,090
162692,18:00 - 2T,NR,090
342935,21:00 - 2T,NR,090
187984,16:00 - 2T,NR,091
297314,+5 - 2T,NR,091
188729,36:00 - 1T,NR,092
292274,13:00 - 2T,CT,092
621119,31:00 - 1T,NR,093
317006,14:00 - 2T,FT,093
371040,38:00 - 1T,NR,094
138279,42:00 - 2T,NR,094
530709,27:00 - 1T,NR,096
