CBF,In,Out,Nº,Clube
296573,00:00 - 1T,45:00 - 2T,1,Crb/AL
415808,00:00 - 1T,45:00 - 2T,1,Cuiabá/MT
353336,00:00 - 1T,45:00 - 2T,2,Crb/AL
329917,00:00 - 1T,45:00 - 2T,2,Cuiabá/MT
167958,00:00 - 1T,45:00 - 2T,3,Crb/AL
293385,00:00 - 1T,45:00 - 2T,3,Cuiabá/MT
182550,00:00 - 1T,45:00 - 2T,4,Crb/AL
170178,00:00 - 1T,45:00 - 2T,4,Cuiabá/MT
306822,00:00 - 1T,45:00 - 2T,5,Crb/AL
509628,00:00 - 1T,45:00 - 2T,5,Cuiabá/MT
421778,00:00 - 1T,45:00 - 2T,6,Crb/AL
502946,00:00 - 1T,45:00 - 2T,6,Cuiabá/MT
307018,00:00 - 1T,31:00 - 2T,7,Crb/AL
427774,00:00 - 1T,22:00 - 2T,7,Cuiabá/MT
170540,00:00 - 1T,43:00 - 2T,8,Crb/AL
292740,00:00 - 1T,26:00 - 2T,8,Cuiabá/MT
304035,00:00 - 1T,20:00 - 2T,9,Crb/AL
162905,00:00 - 1T,43:00 - 2T,9,Cuiabá/MT
633725,00:00 - 1T,43:00 - 2T,10,Crb/AL
363480,00:00 - 1T,45:00 - 2T,10,Cuiabá/MT
315834,00:00 - 1T,31:00 - 2T,11,Crb/AL
313029,00:00 - 1T,45:00 - 2T,11,Cuiabá/MT
306706,20:00 - 2T,45:00 - 2T,15,Crb/AL
501939,22:00 - 2T,45:00 - 2T,15,Cuiabá/MT
305521,26:00 - 2T,45:00 - 2T,18,Cuiabá/MT
325581,31:00 - 2T,45:00 - 2T,18,Crb/AL
409509,31:00 - 2T,45:00 - 2T,16,Crb/AL
521439,43:00 - 2T,45:00 - 2T,17,Cuiabá/MT
178674,43:00 - 2T,45:00 - 2T,14,Crb/AL
300738,43:00 - 2T,45:00 - 2T,17,Crb/AL
