CBF,In,Out,Nº,Clube
142940,00:00 - 1T,45:00 - 2T,1,Cuiabá/MT
156666,00:00 - 1T,45:00 - 2T,12,Brasiliense/DF
179984,00:00 - 1T,45:00 - 2T,2,Cuiabá/MT
343392,00:00 - 1T,45:00 - 2T,2,Brasiliense/DF
161673,00:00 - 1T,45:00 - 2T,3,Cuiabá/MT
177432,00:00 - 1T,45:00 - 2T,3,Brasiliense/DF
179591,00:00 - 1T,45:00 - 2T,4,Cuiabá/MT
188729,00:00 - 1T,45:00 - 2T,4,Brasiliense/DF
130840,00:00 - 1T,45:00 - 2T,5,Cuiabá/MT
129530,00:00 - 1T,45:00 - 2T,5,Brasiliense/DF
303063,00:00 - 1T,45:00 - 2T,6,Cuiabá/MT
145900,00:00 - 1T,45:00 - 2T,6,Brasiliense/DF
156276,00:00 - 1T,45:00 - 2T,7,Cuiabá/MT
187465,00:00 - 1T,45:00 - 2T,7,Brasiliense/DF
160003,00:00 - 1T,45:00 - 2T,8,Cuiabá/MT
147577,00:00 - 1T,45:00 - 2T,8,Brasiliense/DF
291968,00:00 - 1T,45:00 - 2T,9,Cuiabá/MT
145301,00:00 - 1T,45:00 - 2T,9,Brasiliense/DF
171823,00:00 - 1T,45:00 - 2T,10,Cuiabá/MT
148584,00:00 - 1T,45:00 - 2T,10,Brasiliense/DF
168961,00:00 - 1T,45:00 - 2T,11,Cuiabá/MT
164342,00:00 - 1T,45:00 - 2T,11,Brasiliense/DF
