CBF,In,Out,Nº,Clube
148784,00:00 - 1T,45:00 - 2T,1,Coruripe/AL
135321,00:00 - 1T,45:00 - 2T,1,Central/PE
163879,00:00 - 1T,45:00 - 2T,2,Coruripe/AL
164894,00:00 - 1T,45:00 - 2T,2,Central/PE
123554,00:00 - 1T,45:00 - 2T,3,Coruripe/AL
153864,00:00 - 1T,45:00 - 2T,3,Central/PE
178326,00:00 - 1T,16:00 - 2T,4,Coruripe/AL
309368,00:00 - 1T,45:00 - 2T,4,Central/PE
342414,00:00 - 1T,45:00 - 2T,5,Coruripe/AL
178042,00:00 - 1T,45:00 - 2T,5,Central/PE
140072,00:00 - 1T,INT,6,Coruripe/AL
146112,00:00 - 1T,45:00 - 2T,6,Central/PE
326805,00:00 - 1T,45:00 - 2T,7,Coruripe/AL
297409,00:00 - 1T,45:00 - 2T,7,Central/PE
371170,00:00 - 1T,45:00 - 2T,8,Coruripe/AL
163793,00:00 - 1T,35:00 - 2T,8,Central/PE
364619,00:00 - 1T,45:00 - 2T,9,Coruripe/AL
136417,00:00 - 1T,20:00 - 2T,9,Central/PE
332077,00:00 - 1T,45:00 - 2T,10,Coruripe/AL
187266,00:00 - 1T,45:00 - 2T,10,Central/PE
151440,00:00 - 1T,11:00 - 2T,11,Coruripe/AL
176633,00:00 - 1T,33:00 - 2T,11,Central/PE
341396,INT,45 - 2T,19,Coruripe/AL
174444,11:00 - 2T,45 - 2T,20,Coruripe/AL
295711,16:00 - 2T,45 - 2T,14,Coruripe/AL
144156,20:00 - 2T,45 - 2T,18,Central/PE
177482,33:00 - 2T,45 - 2T,15,Central/PE
177884,35:00 - 2T,45 - 2T,14,Central/PE
