CBF,In,Out,Nº,Clube
141698,00:00 - 1T,45:00 - 2T,1,Figueirense/SC
165830,00:00 - 1T,45:00 - 2T,12,Sport/PE
178723,00:00 - 1T,10:00 - 2T,2,Figueirense/SC
141516,00:00 - 1T,45:00 - 2T,4,Sport/PE
171788,00:00 - 1T,45:00 - 2T,4,Figueirense/SC
169990,00:00 - 1T,27:00 - 2T,5,Sport/PE
358318,00:00 - 1T,45:00 - 2T,6,Figueirense/SC
346636,00:00 - 1T,45:00 - 2T,6,Sport/PE
380745,00:00 - 1T,45:00 - 2T,7,Figueirense/SC
307366,00:00 - 1T,17:00 - 2T,8,Sport/PE
324030,00:00 - 1T,45:00 - 2T,11,Figueirense/SC
184685,00:00 - 1T,41:00 - 2T,11,Sport/PE
172288,00:00 - 1T,INT,17,Figueirense/SC
175475,00:00 - 1T,45:00 - 2T,16,Sport/PE
303718,00:00 - 1T,28:00 - 2T,27,Figueirense/SC
184833,00:00 - 1T,45:00 - 2T,21,Sport/PE
380325,00:00 - 1T,45:00 - 2T,55,Figueirense/SC
292428,00:00 - 1T,45:00 - 2T,27,Sport/PE
312015,00:00 - 1T,45:00 - 2T,59,Figueirense/SC
161625,00:00 - 1T,45:00 - 2T,87,Sport/PE
175065,00:00 - 1T,45:00 - 2T,77,Figueirense/SC
292942,00:00 - 1T,45:00 - 2T,90,Sport/PE
311033,INT,45:00 - 2T,12,Figueirense/SC
171745,10:00 - 2T,45:00 - 2T,52,Figueirense/SC
298642,17:00 - 2T,45:00 - 2T,7,Sport/PE
186467,27:00 - 2T,45:00 - 2T,9,Sport/PE
326522,28:00 - 2T,45:00 - 2T,15,Figueirense/SC
292175,41:00 - 2T,45:00 - 2T,19,Sport/PE
