Competição,Ano,Jogo
Serie A,2020,302
Serie A,2020,381
Serie A,2020,382
Serie A,2020,383
Serie A,2020,384
Serie A,2020,385
Serie A,2020,386
Serie A,2020,387
Serie A,2020,388
Serie A,2020,389
Serie A,2020,390
Serie A,2020,391
Serie A,2020,392
Serie A,2020,393
Serie A,2020,394
Serie A,2020,395
Serie A,2020,396
Serie A,2020,397
Serie A,2020,398
Serie A,2020,399
Serie A,2020,400
Serie A,2020,401
Serie A,2020,402
Serie A,2020,403
Serie A,2020,404
Serie A,2020,405
Serie A,2020,406
Serie A,2020,407
Serie A,2020,408
Serie A,2020,409
Serie A,2020,410
Serie A,2020,411
Serie A,2020,412
Serie A,2020,413
Serie A,2020,414
Serie A,2020,415
Serie A,2020,416
Serie A,2020,417
Serie A,2020,418
Serie A,2020,419
Serie A,2020,420
Serie A,2020,421
Serie A,2020,422
Serie A,2020,423
Serie A,2020,424
Serie A,2020,425
Serie A,2020,426
Serie A,2020,427
Serie A,2020,428
Serie A,2020,429
Serie A,2020,430
Serie A,2020,431
Serie A,2020,432
Serie A,2020,433
Serie A,2020,434
Serie A,2020,435
Serie A,2020,436
Serie A,2020,437
Serie A,2020,438
Serie A,2020,439
Serie A,2020,440
Serie A,2020,441
Serie A,2020,442
Serie A,2020,443
Serie A,2020,444
Serie A,2020,445
Serie A,2020,446
Serie A,2020,447
Serie A,2020,448
Serie A,2020,449
Serie A,2020,450
Serie A,2020,451
Serie A,2020,452
Serie A,2020,453
Serie A,2020,454
Serie A,2020,455
Serie A,2020,456
Serie A,2020,457
Serie A,2020,458
Serie A,2020,459
Serie A,2020,460
Serie A,2020,461
Serie A,2020,462
Serie A,2020,463
Serie A,2020,464
Serie A,2020,465
Serie A,2020,466
Serie A,2020,467
Serie A,2020,468
Serie A,2020,469
Serie A,2020,470
Serie A,2020,471
Serie A,2020,472
Serie A,2020,473
Serie A,2020,474
Serie A,2020,475
Serie A,2020,476
Serie A,2020,477
Serie A,2020,478
Serie A,2020,479
Serie A,2020,480
Serie A,2020,481
Serie A,2020,482
Serie A,2020,483
Serie A,2020,484
Serie A,2020,485
Serie A,2020,486
Serie A,2020,487
Serie A,2020,488
Serie A,2020,489
Serie A,2020,490
Serie A,2020,491
Serie A,2020,492
Serie A,2020,493
Serie A,2020,494
Serie A,2020,495
Serie A,2020,496
Serie A,2020,497
Serie A,2020,498
Serie A,2020,499
Serie A,2020,500
Serie A,2020,501
Serie A,2020,502
Serie A,2020,503
Serie A,2020,504
Serie A,2020,505
Serie A,2020,506
Serie A,2020,507
Serie A,2020,508
Serie A,2020,509
Serie A,2020,510
Serie A,2020,511
Serie A,2020,512
Serie A,2020,513
Serie A,2020,514
Serie A,2020,515
Serie A,2020,516
Serie A,2020,517
Serie A,2020,518
Serie A,2020,519
Serie A,2020,520
Serie A,2020,521
Serie A,2020,522
Serie A,2020,523
Serie A,2020,524
Serie A,2020,525
Serie A,2020,526
Serie A,2020,527
Serie A,2020,528
Serie A,2020,529
Serie A,2020,530
Serie A,2020,531
Serie A,2020,532
Serie A,2020,533
Serie A,2020,534
Serie A,2020,535
Serie A,2020,536
Serie A,2020,537
Serie A,2020,538
Serie A,2020,539
Serie A,2020,540
Serie A,2020,541
Serie A,2020,542
Serie A,2020,543
Serie A,2020,544
Serie A,2020,545
Serie A,2020,546
Serie A,2020,547
Serie A,2020,548
Serie A,2020,549
Serie A,2020,550
Serie A,2020,551
Serie A,2020,552
Serie A,2020,553
Serie A,2020,554
Serie A,2020,555
Serie A,2020,556
Serie A,2020,557
Serie A,2020,558
Serie A,2020,559
Serie A,2020,560
Serie A,2020,561
Serie A,2020,562
Serie A,2020,563
Serie A,2020,564
Serie A,2020,565
Serie A,2020,566
Serie A,2020,567
Serie A,2020,568
Serie A,2020,569
Serie A,2020,570
Serie A,2020,571
Serie A,2020,572
Serie A,2020,573
Serie A,2020,574
Serie A,2020,575
Serie A,2020,576
Serie A,2020,577
Serie A,2020,578
Serie A,2020,579
Serie A,2020,580
Serie A,2020,581
Serie A,2020,582
Serie A,2020,583
Serie A,2020,584
Serie A,2020,585
Serie A,2020,586
Serie A,2020,587
Serie A,2020,588
Serie A,2020,589
Serie A,2020,590
Serie A,2020,591
Serie A,2020,592
Serie A,2020,593
Serie A,2020,594
Serie A,2020,595
Serie A,2020,596
Serie A,2020,597
Serie A,2020,598
Serie A,2020,599
Serie A,2020,600
