CBF,In,Out,Nº,Clube
175143,00:00 - 1T,45:00 - 2T,31,Paysandu/PA
295153,00:00 - 1T,45:00 - 2T,1,Atlético/AC
295880,00:00 - 1T,45:00 - 2T,2,Paysandu/PA
415332,00:00 - 1T,INT,2,Atlético/AC
177998,00:00 - 1T,45:00 - 2T,5,Paysandu/PA
530709,00:00 - 1T,45:00 - 2T,3,Atlético/AC
309584,00:00 - 1T,27:00 - 2T,8,Paysandu/PA
582928,00:00 - 1T,45:00 - 2T,4,Atlético/AC
179934,00:00 - 1T,45:00 - 2T,11,Paysandu/PA
508977,00:00 - 1T,45:00 - 2T,5,Atlético/AC
311146,00:00 - 1T,45:00 - 2T,18,Paysandu/PA
359962,00:00 - 1T,45:00 - 2T,6,Atlético/AC
183385,00:00 - 1T,INT,19,Paysandu/PA
311358,00:00 - 1T,20:00 - 2T,7,Atlético/AC
330362,00:00 - 1T,45:00 - 2T,21,Paysandu/PA
341760,00:00 - 1T,15:00 - 2T,8,Atlético/AC
389790,00:00 - 1T,45:00 - 2T,26,Paysandu/PA
511326,00:00 - 1T,45:00 - 2T,9,Atlético/AC
177261,00:00 - 1T,INT,34,Paysandu/PA
340932,00:00 - 1T,45:00 - 2T,10,Atlético/AC
189920,00:00 - 1T,45:00 - 2T,38,Paysandu/PA
393315,00:00 - 1T,45:00 - 2T,11,Atlético/AC
313534,INT,45 - 2T,29,Paysandu/PA
325913,INT,45 - 2T,25,Paysandu/PA
384709,INT,45 - 2T,17,Atlético/AC
374198,15:00 - 2T,45 - 2T,18,Atlético/AC
367541,20:00 - 2T,45 - 2T,20,Atlético/AC
175323,27:00 - 2T,45 - 2T,40,Paysandu/PA
