CBF,In,Out,Nº,Clube
298782,00:00 - 1T,45:00 - 2T,1,Caldense/MG
170739,00:00 - 1T,45:00 - 2T,1,Boavista/RJ
166938,00:00 - 1T,45:00 - 2T,2,Caldense/MG
308378,00:00 - 1T,45:00 - 2T,2,Boavista/RJ
152660,00:00 - 1T,45:00 - 2T,3,Caldense/MG
175138,00:00 - 1T,45:00 - 2T,3,Boavista/RJ
160408,00:00 - 1T,45:00 - 2T,4,Caldense/MG
145601,00:00 - 1T,45:00 - 2T,4,Boavista/RJ
186105,00:00 - 1T,45:00 - 2T,5,Caldense/MG
187082,00:00 - 1T,45:00 - 2T,5,Boavista/RJ
179116,00:00 - 1T,45:00 - 2T,6,Caldense/MG
387314,00:00 - 1T,45:00 - 2T,6,Boavista/RJ
299700,00:00 - 1T,45:00 - 2T,7,Caldense/MG
164444,00:00 - 1T,45:00 - 2T,7,Boavista/RJ
331921,00:00 - 1T,45:00 - 2T,8,Caldense/MG
172533,00:00 - 1T,45:00 - 2T,8,Boavista/RJ
162692,00:00 - 1T,45:00 - 2T,9,Caldense/MG
144035,00:00 - 1T,45:00 - 2T,9,Boavista/RJ
307285,00:00 - 1T,45:00 - 2T,10,Caldense/MG
321445,00:00 - 1T,45:00 - 2T,10,Boavista/RJ
311988,00:00 - 1T,45:00 - 2T,11,Caldense/MG
457846,00:00 - 1T,45:00 - 2T,11,Boavista/RJ
