CBF,Time,Type,Game
395014,23:00 - 1T,NR,002
159607,13:00 - 2T,NR,002
173180,06:00 - 1T,PN,003
565572,40:00 - 1T,NR,003
566895,01:00 - 2T,NR,003
566895,34:00 - 2T,PN,003
162504,21:00 - 1T,NR,004
152788,11:00 - 2T,NR,004
171975,14:00 - 1T,NR,008
188260,33:00 - 1T,NR,008
374835,37:00 - 1T,NR,008
330886,40:00 - 1T,NR,008
305723,42:00 - 1T,NR,008
296349,43:00 - 1T,NR,008
305723,+1 - 1T,NR,008
291843,26:00 - 2T,NR,008
292592,39:00 - 1T,NR,009
183977,44:00 - 1T,NR,009
376734,27:00 - 2T,PN,009
376734,+2 - 2T,NR,009
168008,07:00 - 1T,NR,013
409960,01:00 - 2T,NR,016
532800,13:00 - 2T,NR,016
162504,29:00 - 2T,NR,018
291540,27:00 - 2T,NR,020
135687,24:00 - 1T,NR,022
189708,13:00 - 2T,PN,022
189708,20:00 - 2T,PN,022
565701,29:00 - 2T,NR,022
150986,+3 - 2T,NR,022
521936,16:00 - 2T,NR,024
424455,38:00 - 2T,NR,024
541197,24:00 - 1T,NR,026
171788,10:00 - 2T,NR,026
318254,26:00 - 2T,NR,028
507462,24:00 - 2T,NR,034
162504,29:00 - 2T,NR,034
532800,38:00 - 1T,PN,037
409960,+2 - 2T,NR,037
185339,15:00 - 1T,NR,038
294769,41:00 - 1T,NR,038
304239,27:00 - 2T,NR,038
318165,33:00 - 1T,NR,040
148994,16:00 - 1T,NR,045
177411,10:00 - 2T,NR,047
307432,38:00 - 2T,NR,047
296349,18:00 - 1T,NR,048
298485,20:00 - 1T,NR,050
298485,26:00 - 1T,NR,050
291540,34:00 - 1T,FT,050
379065,14:00 - 2T,NR,050
379065,15:00 - 2T,NR,050
332318,27:00 - 2T,PN,050
379065,35:00 - 2T,NR,050
292833,44:00 - 2T,NR,050
409960,45:00 - 2T,NR,050
150176,07:00 - 1T,PN,051
155541,22:00 - 1T,NR,051
178303,09:00 - 2T,PN,051
540906,20:00 - 2T,NR,051
135687,17:00 - 2T,NR,052
292942,+3 - 2T,PN,052
440261,45:00 - 2T,NR,052
565572,09:00 - 1T,NR,053
189708,18:00 - 1T,NR,053
375634,40:00 - 1T,NR,053
389307,+3 - 2T,NR,053
507462,06:00 - 1T,NR,054
185444,17:00 - 1T,NR,054
320839,40:00 - 1T,NR,054
149233,18:00 - 2T,PN,054
293170,38:00 - 2T,NR,054
185126,19:00 - 1T,PN,058
316754,20:00 - 2T,NR,058
158893,15:00 - 1T,NR,059
292592,25:00 - 1T,NR,059
336832,15:00 - 2T,NR,059
335599,26:00 - 2T,NR,059
314059,27:00 - 2T,NR,059
161745,07:00 - 1T,FT,061
409960,34:00 - 2T,FT,061
167509,+2 - 1T,NR,062
291866,14:00 - 2T,NR,062
541574,42:00 - 1T,NR,064
355990,45:00 - 2T,NR,065
330015,17:00 - 1T,NR,069
145923,25:00 - 1T,NR,069
306852,+2 - 1T,PN,069
330966,28:00 - 1T,NR,070
378268,41:00 - 1T,NR,070
292833,15:00 - 2T,NR,070
364829,20:00 - 1T,NR,072
180789,17:00 - 1T,NR,077
165775,37:00 - 1T,NR,077
161625,45:00 - 1T,NR,077
154497,33:00 - 2T,NR,077
389307,17:00 - 1T,PN,078
294769,44:00 - 1T,NR,078
375634,02:00 - 2T,NR,078
550753,37:00 - 2T,NR,078
337178,38:00 - 2T,NR,078
166061,+1 - 2T,NR,078
355990,03:00 - 1T,NR,079
155541,28:00 - 1T,NR,080
291732,08:00 - 2T,NR,080
155541,04:00 - 1T,NR,081
309431,+3 - 1T,NR,081
155541,15:00 - 2T,NR,081
404815,39:00 - 2T,NR,081
152138,13:00 - 1T,NR,082
420184,18:00 - 1T,NR,082
177152,10:00 - 2T,NR,082
420184,29:00 - 2T,NR,082
152138,33:00 - 2T,NR,082
420184,36:00 - 2T,NR,082
566895,+1 - 1T,NR,083
162504,24:00 - 1T,NR,084
541574,34:00 - 2T,NR,084
190389,+3 - 2T,NR,084
177411,16:00 - 1T,NR,085
169374,21:00 - 1T,NR,085
148994,39:00 - 1T,NR,085
161625,19:00 - 2T,PN,085
300394,04:00 - 1T,NR,086
379462,09:00 - 1T,NR,087
173277,40:00 - 2T,NR,087
292592,36:00 - 1T,PN,089
402984,05:00 - 1T,NR,091
402984,16:00 - 1T,NR,091
150986,27:00 - 1T,FT,092
565602,28:00 - 2T,NR,098
459496,01:00 - 1T,NR,101
314059,13:00 - 1T,NR,101
292833,41:00 - 1T,NR,101
303716,24:00 - 2T,NR,101
292833,36:00 - 2T,NR,101
339900,+2 - 2T,NR,101
420184,37:00 - 1T,FT,102
152138,41:00 - 1T,NR,102
383537,33:00 - 2T,CT,103
169888,06:00 - 1T,NR,105
540839,+2 - 1T,FT,105
308877,20:00 - 1T,NR,106
150176,22:00 - 2T,NR,106
150176,43:00 - 2T,NR,106
154127,+1 - 2T,NR,106
298793,12:00 - 1T,NR,109
384124,24:00 - 2T,NR,109
307366,22:00 - 1T,NR,111
155541,+3 - 2T,NR,111
553190,44:00 - 1T,NR,113
553190,08:00 - 2T,NR,113
553190,21:00 - 2T,NR,113
421138,30:00 - 2T,NR,113
595193,41:00 - 2T,NR,113
149233,+1 - 1T,NR,114
162504,02:00 - 2T,NR,114
292942,18:00 - 1T,NR,116
291780,39:00 - 2T,NR,116
298361,+1 - 2T,CT,116
306146,11:00 - 1T,NR,118
337178,40:00 - 2T,NR,118
355990,01:00 - 1T,NR,120
338506,16:00 - 1T,NR,120
409960,25:00 - 1T,NR,122
149233,23:00 - 1T,PN,123
339258,19:00 - 2T,NR,123
317780,+4 - 2T,FT,125
541523,27:00 - 1T,NR,126
158615,40:00 - 2T,NR,126
165775,13:00 - 1T,CT,128
165775,24:00 - 2T,NR,128
308877,29:00 - 2T,NR,128
457375,43:00 - 2T,NR,128
308880,+4 - 2T,NR,128
398368,03:00 - 1T,NR,129
398368,09:00 - 2T,NR,129
185339,39:00 - 2T,NR,129
184455,01:00 - 1T,NR,131
184833,08:00 - 1T,NR,131
410547,08:00 - 2T,NR,131
180789,09:00 - 1T,NR,133
389307,36:00 - 1T,PN,133
291738,+1 - 1T,NR,133
312950,25:00 - 2T,NR,133
291738,31:00 - 2T,NR,133
430588,40:00 - 2T,NR,133
165198,37:00 - 1T,NR,134
162504,44:00 - 1T,NR,134
162504,05:00 - 2T,NR,134
320930,37:00 - 2T,NR,134
185339,29:00 - 2T,NR,138
175390,38:00 - 2T,NR,138
163514,17:00 - 2T,NR,140
338506,+1 - 2T,NR,140
337172,35:00 - 1T,NR,141
459496,41:00 - 1T,PN,141
308527,15:00 - 2T,NR,143
315585,06:00 - 1T,NR,147
161625,18:00 - 1T,NR,147
292942,41:00 - 1T,NR,147
292942,35:00 - 2T,NR,147
173277,07:00 - 1T,FT,148
302792,43:00 - 1T,NR,148
430588,12:00 - 2T,NR,148
295418,17:00 - 2T,NR,148
343349,16:00 - 1T,NR,149
310950,15:00 - 2T,NR,149
292592,38:00 - 2T,NR,149
310950,42:00 - 2T,NR,149
565602,06:00 - 1T,NR,153
178303,01:00 - 2T,NR,153
177444,+1 - 2T,PN,153
175390,21:00 - 1T,NR,158
379462,19:00 - 1T,NR,160
374303,18:00 - 2T,NR,160
553524,17:00 - 1T,NR,161
370756,19:00 - 1T,NR,161
370756,25:00 - 1T,NR,161
410547,23:00 - 2T,NR,161
295821,38:00 - 2T,NR,161
173861,41:00 - 2T,NR,161
295821,+1 - 2T,NR,161
291738,11:00 - 1T,NR,162
359696,36:00 - 1T,NR,162
162504,22:00 - 1T,NR,165
167509,26:00 - 2T,NR,165
381047,18:00 - 1T,NR,167
398368,13:00 - 2T,NR,167
174941,20:00 - 2T,NR,167
541169,+1 - 2T,NR,167
168008,44:00 - 1T,NR,169
173277,+2 - 1T,NR,169
413248,15:00 - 2T,NR,170
162504,31:00 - 1T,NR,173
177885,37:00 - 2T,NR,173
293087,02:00 - 1T,NR,174
316754,12:00 - 1T,NR,174
293087,36:00 - 1T,NR,174
181803,03:00 - 2T,NR,174
307840,45:00 - 1T,CT,175
291732,09:00 - 2T,NR,175
359696,41:00 - 2T,NR,175
183853,12:00 - 2T,PN,178
565482,22:00 - 2T,NR,178
345043,43:00 - 2T,NR,178
169888,02:00 - 1T,FT,180
337172,16:00 - 1T,PN,180
172189,43:00 - 2T,NR,180
339258,09:00 - 1T,NR,181
177885,01:00 - 2T,NR,181
352037,21:00 - 2T,NR,181
465539,37:00 - 2T,NR,181
303718,44:00 - 1T,NR,182
316754,20:00 - 2T,PN,182
