CBF,In,Out,Nº,Clube
178321,00:00 - 1T,45:00 - 2T,1,VilaNova/GO
307797,00:00 - 1T,45:00 - 2T,1,Treze/PB
304285,00:00 - 1T,45:00 - 2T,2,VilaNova/GO
436567,00:00 - 1T,45:00 - 2T,2,Treze/PB
184704,00:00 - 1T,45:00 - 2T,4,VilaNova/GO
320951,00:00 - 1T,45:00 - 2T,3,Treze/PB
190431,00:00 - 1T,45:00 - 2T,5,VilaNova/GO
307569,00:00 - 1T,45:00 - 2T,4,Treze/PB
432058,00:00 - 1T,45:00 - 2T,6,VilaNova/GO
344972,00:00 - 1T,45:00 - 2T,5,Treze/PB
367363,00:00 - 1T,45:00 - 2T,7,VilaNova/GO
187568,00:00 - 1T,45:00 - 2T,6,Treze/PB
568345,00:00 - 1T,45:00 - 2T,8,VilaNova/GO
168961,00:00 - 1T,18:00 - 2T,7,Treze/PB
178099,00:00 - 1T,45:00 - 2T,9,VilaNova/GO
320956,00:00 - 1T,35:00 - 2T,8,Treze/PB
433582,00:00 - 1T,45:00 - 2T,30,VilaNova/GO
296811,00:00 - 1T,35:00 - 2T,10,Treze/PB
410025,00:00 - 1T,45:00 - 2T,38,VilaNova/GO
393898,00:00 - 1T,+2:00 - 2T,18,Treze/PB
459687,00:00 - 1T,45:00 - 2T,88,VilaNova/GO
320081,00:00 - 1T,18:00 - 2T,21,Treze/PB
427448,+2:00 - 2T,45 - 2T,16,Treze/PB
548382,18:00 - 2T,45 - 2T,17,Treze/PB
160427,18:00 - 2T,45 - 2T,11,Treze/PB
147313,35:00 - 2T,45 - 2T,9,Treze/PB
178201,35:00 - 2T,45 - 2T,14,Treze/PB
