CBF,Time,Type,Game
308068,26:00 - 1T,NR,001
413857,10:00 - 2T,PN,002
308668,41:00 - 1T,NR,003
174930,44:00 - 1T,NR,005
381689,13:00 - 1T,NR,006
343689,32:00 - 1T,NR,007
182156,+1 - 1T,NR,008
341779,11:00 - 1T,NR,009
511781,21:00 - 2T,NR,010
144035,45:00 - 1T,NR,012
176302,28:00 - 1T,PN,013
166253,05:00 - 1T,NR,014
316561,42:00 - 1T,NR,015
327271,+1 - 2T,NR,016
186569,13:00 - 1T,CT,017
144802,11:00 - 1T,NR,018
332451,05:00 - 2T,NR,019
311813,10:00 - 1T,NR,020
533140,28:00 - 1T,NR,022
308668,08:00 - 2T,NR,023
175008,16:00 - 1T,NR,024
311128,02:00 - 2T,NR,025
163378,36:00 - 2T,NR,028
384591,27:00 - 2T,NR,029
178881,02:00 - 1T,NR,030
367343,24:00 - 1T,NR,031
144035,24:00 - 1T,NR,032
538843,+2 - 2T,PN,032
347957,30:00 - 1T,PN,034
399252,03:00 - 1T,NR,035
178966,+1 - 2T,PN,035
323819,02:00 - 1T,NR,036
303714,38:00 - 2T,NR,037
325581,42:00 - 2T,NR,038
363229,07:00 - 1T,NR,039
296193,33:00 - 2T,NR,040
456114,12:00 - 1T,NR,041
413857,28:00 - 2T,NR,042
341760,01:00 - 1T,NR,043
430175,27:00 - 1T,NR,044
359398,29:00 - 1T,NR,045
295793,11:00 - 1T,NR,046
379134,32:00 - 1T,NR,047
309437,35:00 - 1T,NR,048
187895,26:00 - 1T,NR,049
179773,35:00 - 1T,NR,050
292446,+3 - 1T,PN,050
295085,34:00 - 1T,NR,051
178836,37:00 - 1T,NR,052
367343,25:00 - 2T,NR,053
415615,21:00 - 1T,NR,054
154197,+2 - 1T,NR,054
343575,24:00 - 1T,NR,055
323819,09:00 - 1T,NR,056
389007,27:00 - 1T,NR,058
187979,20:00 - 1T,NR,059
308068,33:00 - 1T,NR,061
295956,+1 - 2T,NR,061
359398,15:00 - 2T,NR,062
308668,43:00 - 2T,NR,063
368000,17:00 - 2T,NR,064
367343,08:00 - 2T,NR,065
389007,29:00 - 1T,NR,066
187746,08:00 - 1T,PN,067
325581,+2 - 2T,NR,068
308078,06:00 - 1T,NR,069
438882,26:00 - 2T,NR,070
296566,13:00 - 1T,NR,072
154197,23:00 - 1T,NR,073
413857,23:00 - 1T,NR,074
166253,+2 - 1T,PN,074
326257,06:00 - 1T,NR,078
541268,20:00 - 2T,NR,079
323819,27:00 - 1T,NR,080
456114,03:00 - 2T,NR,081
356106,21:00 - 1T,NR,082
353985,23:00 - 1T,NR,083
177626,15:00 - 2T,NR,085
323819,15:00 - 1T,NR,086
389007,04:00 - 1T,NR,087
309437,28:00 - 1T,NR,088
177920,36:00 - 2T,NR,089
389378,24:00 - 1T,NR,090
296885,12:00 - 1T,NR,092
367343,+3 - 1T,PN,092
167953,11:00 - 1T,PN,093
379134,04:00 - 2T,NR,094
309437,44:00 - 2T,NR,095
341779,03:00 - 1T,NR,096
305776,25:00 - 1T,NR,097
178836,13:00 - 1T,NR,098
168206,26:00 - 1T,FT,099
372006,26:00 - 2T,NR,100
452746,24:00 - 1T,NR,101
363229,25:00 - 1T,NR,102
369639,33:00 - 1T,NR,103
154197,26:00 - 1T,NR,104
335249,+3 - 2T,NR,104
178966,13:00 - 1T,NR,105
430039,03:00 - 1T,NR,106
296314,04:00 - 2T,NR,107
355781,17:00 - 1T,NR,108
176302,14:00 - 1T,NR,110
347957,37:00 - 1T,NR,111
330413,45:00 - 1T,NR,112
327271,25:00 - 1T,NR,113
355781,01:00 - 1T,NR,114
176302,15:00 - 1T,NR,115
308844,30:00 - 2T,NR,116
338081,17:00 - 1T,NR,117
187979,23:00 - 1T,NR,118
305776,10:00 - 2T,NR,119
173504,23:00 - 1T,NR,121
404878,09:00 - 2T,CT,122
308008,26:00 - 1T,NR,124
367343,13:00 - 1T,NR,125
179117,45:00 - 1T,NR,126
167128,24:00 - 1T,NR,127
184894,+2 - 1T,CT,127
308668,18:00 - 1T,NR,129
166253,04:00 - 2T,PN,130
145815,17:00 - 2T,NR,131
381689,23:00 - 1T,NR,132
359398,30:00 - 1T,PN,133
337491,12:00 - 1T,NR,134
187979,16:00 - 1T,NR,137
178836,+3 - 2T,NR,139
456114,36:00 - 1T,NR,140
296643,15:00 - 2T,CT,141
