CBF,In,Out,Nº,Clube
298660,00:00 - 1T,45:00 - 2T,1,América/MG
155426,00:00 - 1T,45:00 - 2T,1,Criciúma/SC
306551,00:00 - 1T,45:00 - 2T,3,América/MG
160466,00:00 - 1T,45:00 - 2T,2,Criciúma/SC
162004,00:00 - 1T,45:00 - 2T,4,América/MG
300394,00:00 - 1T,45:00 - 2T,3,Criciúma/SC
293529,00:00 - 1T,40:00 - 1T,5,América/MG
165391,00:00 - 1T,45:00 - 2T,4,Criciúma/SC
170178,00:00 - 1T,45:00 - 2T,6,América/MG
345210,00:00 - 1T,45:00 - 2T,5,Criciúma/SC
137403,00:00 - 1T,45:00 - 2T,8,América/MG
181106,00:00 - 1T,45:00 - 2T,6,Criciúma/SC
459496,00:00 - 1T,45:00 - 2T,9,América/MG
389307,00:00 - 1T,45:00 - 2T,7,Criciúma/SC
134046,00:00 - 1T,16:00 - 2T,10,América/MG
178891,00:00 - 1T,45:00 - 2T,8,Criciúma/SC
169747,00:00 - 1T,45:00 - 2T,11,América/MG
178294,00:00 - 1T,21:00 - 2T,9,Criciúma/SC
312572,00:00 - 1T,42:00 - 2T,17,América/MG
188494,00:00 - 1T,INT,10,Criciúma/SC
173921,00:00 - 1T,45:00 - 2T,22,América/MG
188941,00:00 - 1T,24:00 - 2T,11,Criciúma/SC
184095,INT,45:00 - 2T,16,Criciúma/SC
306140,40:00 - 1T,45:00 - 2T,14,América/MG
340891,16:00 - 2T,45:00 - 2T,7,América/MG
189739,21:00 - 2T,45:00 - 2T,18,Criciúma/SC
404823,24:00 - 2T,45:00 - 2T,17,Criciúma/SC
176981,42:00 - 2T,45:00 - 2T,20,América/MG
