CBF,In,Out,Nº,Clube
513071,00:00 - 1T,45:00 - 2T,1,Vitória/BA
351526,00:00 - 1T,45:00 - 2T,1,VilaNova/GO
181172,00:00 - 1T,45:00 - 2T,2,Vitória/BA
338920,00:00 - 1T,45:00 - 2T,2,VilaNova/GO
361347,00:00 - 1T,45:00 - 2T,3,Vitória/BA
335513,00:00 - 1T,45:00 - 2T,3,VilaNova/GO
166649,00:00 - 1T,45:00 - 2T,4,Vitória/BA
333824,00:00 - 1T,45:00 - 2T,4,VilaNova/GO
437380,00:00 - 1T,INT,5,Vitória/BA
647336,00:00 - 1T,45:00 - 2T,9,VilaNova/GO
188110,00:00 - 1T,45:00 - 2T,6,Vitória/BA
176512,00:00 - 1T,45:00 - 2T,10,VilaNova/GO
336900,00:00 - 1T,33:00 - 2T,7,Vitória/BA
443663,00:00 - 1T,45:00 - 2T,11,VilaNova/GO
439838,00:00 - 1T,39:00 - 2T,8,Vitória/BA
391300,00:00 - 1T,45:00 - 2T,13,VilaNova/GO
522984,00:00 - 1T,26:00 - 2T,9,Vitória/BA
329430,00:00 - 1T,45:00 - 2T,15,VilaNova/GO
321820,00:00 - 1T,45:00 - 2T,10,Vitória/BA
448666,00:00 - 1T,45:00 - 2T,18,VilaNova/GO
305360,00:00 - 1T,33:00 - 2T,11,Vitória/BA
298432,00:00 - 1T,45:00 - 2T,23,VilaNova/GO
335954,INT,45:00 - 2T,20,Vitória/BA
431106,26:00 - 2T,45:00 - 2T,21,Vitória/BA
610773,33:00 - 2T,45:00 - 2T,17,Vitória/BA
605776,33:00 - 2T,45:00 - 2T,18,Vitória/BA
187984,39:00 - 2T,45:00 - 2T,19,Vitória/BA
