CBF,In,Out,Nº,Clube
173056,00:00 - 1T,45:00 - 2T,1,Náutico/PE
351839,00:00 - 1T,45:00 - 2T,1,Confiança/SE
347222,00:00 - 1T,INT,5,Náutico/PE
319134,00:00 - 1T,45:00 - 2T,2,Confiança/SE
292976,00:00 - 1T,45:00 - 2T,10,Náutico/PE
295587,00:00 - 1T,45:00 - 2T,3,Confiança/SE
543706,00:00 - 1T,20:00 - 2T,13,Náutico/PE
542125,00:00 - 1T,45:00 - 2T,4,Confiança/SE
691623,00:00 - 1T,45:00 - 2T,19,Náutico/PE
175242,00:00 - 1T,37:00 - 2T,5,Confiança/SE
345720,00:00 - 1T,INT,21,Náutico/PE
184524,00:00 - 1T,37:00 - 2T,6,Confiança/SE
308421,00:00 - 1T,45:00 - 2T,39,Náutico/PE
379565,00:00 - 1T,45:00 - 2T,7,Confiança/SE
604967,00:00 - 1T,45:00 - 2T,48,Náutico/PE
424347,00:00 - 1T,36:00 - 1T,8,Confiança/SE
317022,00:00 - 1T,45:00 - 2T,66,Náutico/PE
176738,00:00 - 1T,10:00 - 2T,9,Confiança/SE
387255,00:00 - 1T,20:00 - 2T,93,Náutico/PE
335249,00:00 - 1T,37:00 - 2T,10,Confiança/SE
551375,00:00 - 1T,20:00 - 2T,98,Náutico/PE
437504,00:00 - 1T,45:00 - 2T,11,Confiança/SE
177606,INT,45:00 - 2T,6,Náutico/PE
293655,INT,45:00 - 2T,11,Náutico/PE
368089,36:00 - 1T,45:00 - 2T,15,Confiança/SE
291855,10:00 - 2T,45:00 - 2T,20,Confiança/SE
436545,20:00 - 2T,45:00 - 2T,79,Náutico/PE
536760,20:00 - 2T,45:00 - 2T,22,Náutico/PE
358911,20:00 - 2T,45:00 - 2T,29,Náutico/PE
315074,37:00 - 2T,45:00 - 2T,21,Confiança/SE
380843,37:00 - 2T,45:00 - 2T,14,Confiança/SE
524578,37:00 - 2T,45:00 - 2T,13,Confiança/SE
