CBF,In,Out,Nº,Clube
365361,00:00 - 1T,45:00 - 2T,98,Chapecoense/SC
384823,00:00 - 1T,45:00 - 2T,40,Atlético/MG
170077,00:00 - 1T,45:00 - 2T,2,Chapecoense/SC
137705,00:00 - 1T,45:00 - 2T,3,Atlético/MG
167958,00:00 - 1T,45:00 - 2T,3,Chapecoense/SC
671013,00:00 - 1T,31:00 - 2T,5,Atlético/MG
333975,00:00 - 1T,45:00 - 2T,6,Chapecoense/SC
150151,00:00 - 1T,45:00 - 2T,9,Atlético/MG
162907,00:00 - 1T,45:00 - 2T,8,Chapecoense/SC
412852,00:00 - 1T,45:00 - 2T,19,Atlético/MG
295214,00:00 - 1T,37:00 - 2T,10,Chapecoense/SC
670174,00:00 - 1T,45:00 - 2T,28,Atlético/MG
295957,00:00 - 1T,45:00 - 2T,23,Chapecoense/SC
294769,00:00 - 1T,45:00 - 2T,29,Atlético/MG
387808,00:00 - 1T,45:00 - 2T,27,Chapecoense/SC
311336,00:00 - 1T,18:00 - 2T,49,Atlético/MG
187597,00:00 - 1T,37:00 - 2T,28,Chapecoense/SC
554728,00:00 - 1T,40:00 - 2T,80,Atlético/MG
306852,00:00 - 1T,45:00 - 2T,77,Chapecoense/SC
347809,00:00 - 1T,45:00 - 2T,88,Atlético/MG
161437,00:00 - 1T,28:00 - 2T,88,Chapecoense/SC
317445,00:00 - 1T,45:00 - 2T,98,Atlético/MG
180218,18:00 - 2T,45 - 2T,11,Atlético/MG
295119,28:00 - 2T,45 - 2T,20,Chapecoense/SC
413041,31:00 - 2T,45 - 2T,99,Atlético/MG
355362,37:00 - 2T,45 - 2T,18,Chapecoense/SC
633725,37:00 - 2T,45 - 2T,12,Chapecoense/SC
527028,40:00 - 2T,45 - 2T,43,Atlético/MG
